Column1,Column2,,CTDT_charge.Tr1221,CTDT_secondarystruct.Tr1221,CTDT_solventaccess.Tr1331,CTDT_hydrophobicity_CASG920101.Tr1331,CTDT_hydrophobicity_ARGP820101.Tr2332,CTDT_polarizability.Tr1331,CTDT_hydrophobicity_ARGP820101.Tr1221,CTDT_hydrophobicity_ZIMJ680101.Tr1331,PAAC_Xc1.C,CTDD_hydrophobicity_ZIMJ680101.2.residue25
ADE06868_TQD182EDZ_Avian_2007.75,A,TQD182EDZ,0.147424512,0.246891652,0.186500888,0.158081705,0.170515098,0.138543517,0.239786856,0.287744227,11.73339463,18.79432624
ADE06869_VRK506AWM_Avian_2007.75,A,VRK506AWM,0.143872114,0.246891652,0.186500888,0.161634103,0.170515098,0.138543517,0.236234458,0.291296625,11.74678735,18.79432624
ADE06865_UJP550HHY_Avian_2007,A,UJP550HHY,0.143872114,0.241563055,0.186500888,0.158081705,0.168738899,0.140319716,0.238010657,0.293072824,11.73743155,18.79432624
ADE06881_IJT498YCY_Avian_2007.833333,A,IJT498YCY,0.143872114,0.239786856,0.186500888,0.158081705,0.168738899,0.140319716,0.238010657,0.291296625,11.73974373,17.37588652
ADE06876_GWH352JQE_Avian_2007.833333,A,GWH352JQE,0.143872114,0.245115453,0.186500888,0.154529307,0.168738899,0.136767318,0.238010657,0.293072824,11.7399591,18.79432624
ADE06885_UFT296UTY_Avian_2007.833333,A,UFT296UTY,0.143872114,0.243339254,0.186500888,0.159857904,0.170515098,0.136767318,0.236234458,0.294849023,11.73274466,18.79432624
ADE06882_JKY773ZCB_Avian_2007.833333,A,JKY773ZCB,0.143872114,0.243339254,0.191829485,0.158081705,0.168738899,0.136767318,0.238010657,0.293072824,11.72790646,18.79432624
AFR11223_MNJ500IPL_Avian_2009.738889,A,MNJ500IPL,0.143872114,0.239786856,0.191829485,0.161634103,0.1669627,0.136767318,0.236234458,0.296625222,11.7287038,17.37588652
ADZ54073_FKL852KGU_Avian_2009.666667,A,FKL852KGU,0.143382353,0.233455882,0.193014706,0.161764706,0.15625,0.139705882,0.235294118,0.294117647,10.95091435,20.36697248
AFP99724_TZS486NFA_Avian_2006.897222,A,TZS486NFA,0.142595978,0.23583181,0.199268739,0.155393053,0.15904936,0.138939671,0.237659963,0.290676417,10.18314096,19.7080292
ACR27175_XVS400PPI_Avian_2001.647222,A,XVS400PPI,0.145648313,0.246891652,0.190053286,0.161634103,0.170515098,0.136767318,0.236234458,0.294849023,11.71845255,17.0212766
BAG07140_HDW409RJU_Avian_2007,A,HDW409RJU,0.143119266,0.231192661,0.187155963,0.150458716,0.163302752,0.137614679,0.236697248,0.286238532,9.411830763,17.58241758
ADE06884_HXH417ZWO_Avian_2007.833333,A,HXH417ZWO,0.143872114,0.238010657,0.190053286,0.158081705,0.168738899,0.134991119,0.238010657,0.291296625,11.74530207,17.37588652
AFP99746_LMP341LHY_Avian_2008.905556,A,LMP341LHY,0.140767824,0.232175503,0.193784278,0.155393053,0.157221207,0.137111517,0.239488117,0.29250457,10.174563,19.89051095
ADE06856_ZQQ923SEE_Avian_2005.916667,A,ZQQ923SEE,0.144128114,0.240213523,0.190391459,0.158362989,0.169039146,0.137010676,0.238434164,0.288256228,11.7376452,17.40674956
ADE06858_KAH848QCW_Avian_2005.916667,A,KAH848QCW,0.143872114,0.239786856,0.190053286,0.158081705,0.170515098,0.134991119,0.23268206,0.293072824,11.74658973,17.37588652
BAI50648_OVJ967VCX_Avian_2002,A,OVJ967VCX,0.143872114,0.236234458,0.190053286,0.159857904,0.1669627,0.13321492,0.23268206,0.291296625,11.73965263,17.0212766
ADE06890_IEU517GKU_Avian_2008.833333,A,IEU517GKU,0.143872114,0.245115453,0.190053286,0.159857904,0.165186501,0.140319716,0.234458259,0.294849023,11.70994575,17.37588652
ADE06892_QYC106DCN_Avian_2008.833333,A,QYC106DCN,0.145648313,0.241563055,0.190053286,0.159857904,0.170515098,0.138543517,0.236234458,0.296625222,11.70773518,18.79432624
BAH97331_AOA686GCR_Avian_2006.916667,A,AOA686GCR,0.147424512,0.241563055,0.190053286,0.158081705,0.168738899,0.138543517,0.241563055,0.291296625,11.73838545,17.0212766
AKI34397_XTR248QMR_Avian_2011.755556,A,XTR248QMR,0.147424512,0.241563055,0.190053286,0.159857904,0.168738899,0.138543517,0.241563055,0.291296625,11.73981785,17.37588652
AKI34421_XIG894KTB_Avian_2011.755556,A,XIG894KTB,0.143872114,0.239786856,0.191829485,0.159857904,0.168738899,0.136767318,0.238010657,0.291296625,11.74418496,17.37588652
AKI34409_WAB693IMO_Avian_2011.755556,A,WAB693IMO,0.145648313,0.239786856,0.190053286,0.159857904,0.168738899,0.138543517,0.241563055,0.287744227,11.75038667,17.37588652
AKI34433_DYZ379UUV_Avian_2011.786111,A,DYZ379UUV,0.143872114,0.241563055,0.193605684,0.158081705,0.1669627,0.134991119,0.239786856,0.291296625,11.74837554,17.37588652
ADE06854_DYP038JCP_Avian_2005.833333,A,DYP038JCP,0.143872114,0.238010657,0.190053286,0.158081705,0.168738899,0.136767318,0.238010657,0.291296625,11.7361185,17.37588652
ADE06859_KTI617GSX_Avian_2006.833333,A,KTI617GSX,0.143872114,0.241563055,0.190053286,0.158081705,0.168738899,0.136767318,0.238010657,0.291296625,11.74395554,17.37588652
ADE06883_CYD721OGV_Avian_2007.833333,A,CYD721OGV,0.143872114,0.241563055,0.190053286,0.158081705,0.168738899,0.136767318,0.238010657,0.291296625,11.74131917,17.37588652
ACR66926_LIL004ASN_Avian_2001.647222,A,LIL004ASN,0.145648313,0.241563055,0.191829485,0.158081705,0.170515098,0.145648313,0.239786856,0.289520426,11.72117655,17.37588652
AEB89892_RIA635TPY_Avian_2006,A,RIA635TPY,0.145648313,0.239786856,0.186500888,0.158081705,0.168738899,0.142095915,0.238010657,0.291296625,11.74222615,17.37588652
ADE06861_ANW200GGQ_Avian_2006.833333,A,ANW200GGQ,0.143872114,0.238010657,0.190053286,0.156305506,0.165186501,0.138543517,0.238010657,0.291296625,11.74520497,17.37588652
ADE06857_AST846WXH_Avian_2005.916667,A,AST846WXH,0.143872114,0.238010657,0.193605684,0.158081705,0.168738899,0.142095915,0.238010657,0.291296625,11.72911698,17.37588652
ADE06880_NIV828MCC_Avian_2007.833333,A,NIV828MCC,0.143872114,0.239786856,0.186500888,0.158081705,0.172291297,0.140319716,0.234458259,0.291296625,11.73656566,17.37588652
ADE06872_EAZ554ZFW_Avian_2007.833333,A,EAZ554ZFW,0.143872114,0.239786856,0.190053286,0.158081705,0.168738899,0.140319716,0.238010657,0.291296625,11.73992226,17.37588652
ADE06853_RTK487ZMX_Avian_2005.75,A,RTK487ZMX,0.143872114,0.243339254,0.188277087,0.159857904,0.1669627,0.136767318,0.239786856,0.293072824,11.74599008,18.79432624
AGI55709_RYY698BJS_Avian_2009.022222,A,RYY698BJS,0.147686833,0.252669039,0.190391459,0.160142349,0.169039146,0.135231317,0.245551601,0.295373665,11.74264909,17.40674956
ADE06891_IOJ648OBL_Avian_2008.833333,A,IOJ648OBL,0.143872114,0.241563055,0.193605684,0.161634103,0.168738899,0.138543517,0.241563055,0.294849023,11.73847788,17.37588652
ADE06862_HTR870IBK_Avian_2006.833333,A,HTR870IBK,0.143872114,0.239786856,0.190053286,0.158081705,0.168738899,0.136767318,0.238010657,0.291296625,11.73272668,17.37588652
ABQ81817_ISL799OVS_Avian_2006,A,ISL799OVS,0.147424512,0.241563055,0.190053286,0.158081705,0.170515098,0.140319716,0.243339254,0.291296625,11.72250299,17.37588652
ACY06690_KLE018NVR_Avian_2009,A,KLE018NVR,0.142095915,0.236234458,0.191829485,0.159857904,0.1669627,0.140319716,0.239786856,0.294849023,11.73783929,18.79432624
ADE06855_BQH935GFV_Avian_2005.833333,A,BQH935GFV,0.14920071,0.241563055,0.190053286,0.154529307,0.170515098,0.138543517,0.243339254,0.289520426,11.71595583,18.79432624
ACY06691_QIU294LQA_Avian_2009.263889,A,QIU294LQA,0.14920071,0.245115453,0.191829485,0.159857904,0.172291297,0.131438721,0.241563055,0.278863233,12.5270324,17.37588652
BAE94699_DSH602YOE_Avian_2004,A,DSH602YOE,0.143872114,0.248667851,0.195381883,0.161634103,0.170515098,0.136767318,0.239786856,0.30017762,11.73240242,17.0212766
ACJ53878_VLF270GYM_Suidae_2008.083333,P,VLF270GYM,0.143872114,0.245115453,0.193605684,0.161634103,0.168738899,0.140319716,0.238010657,0.298401421,11.72661532,17.37588652
ACY06689_MMC679EXV_Avian_2008.758333,A,MMC679EXV,0.143872114,0.241563055,0.188277087,0.154529307,0.168738899,0.136767318,0.238010657,0.291296625,11.74269874,17.37588652
ACY78028_JWL641LPT_Avian_2007.666667,A,JWL641LPT,0.143872114,0.246891652,0.184724689,0.158081705,0.170515098,0.136767318,0.239786856,0.291296625,11.75395666,17.37588652
ACY78050_BKX414HIK_Avian_2007.666667,A,BKX414HIK,0.143872114,0.245115453,0.184724689,0.158081705,0.170515098,0.138543517,0.239786856,0.291296625,11.74438587,17.37588652
ACJ53830_KAU636EAC_Avian_2006,A,KAU636EAC,0.142095915,0.243339254,0.18294849,0.154529307,0.1669627,0.140319716,0.239786856,0.293072824,11.72460607,17.37588652
ASY99634_GSC117IYL_Avian_2015.705556,A,GSC117IYL,0.147424512,0.238010657,0.190053286,0.150976909,0.174067496,0.142095915,0.243339254,0.289520426,11.72761869,18.08510638
ASY99643_UGD977RKH_Avian_2015.708333,A,UGD977RKH,0.143872114,0.238010657,0.190053286,0.150976909,0.172291297,0.140319716,0.245115453,0.291296625,11.73440133,18.08510638
AGW43312_BTM285AOM_Avian_2011.791667,A,BTM285AOM,0.143872114,0.238010657,0.190053286,0.14920071,0.172291297,0.140319716,0.245115453,0.285968028,11.75903896,18.79432624
ALX30439_TLW490BUF_Avian_2015.883333,A,TLW490BUF,0.145648313,0.241563055,0.193605684,0.150976909,0.168738899,0.131438721,0.241563055,0.287744227,11.7493607,18.79432624
APC32330_JHJ995HVC_Avian_2011.802778,A,JHJ995HVC,0.143872114,0.241563055,0.191829485,0.150976909,0.175843694,0.138543517,0.241563055,0.291296625,11.72101038,18.79432624
ACZ48560_VLK702LDF_Avian_2005,A,VLK702LDF,0.145648313,0.241563055,0.191829485,0.154529307,0.163410302,0.145648313,0.243339254,0.291296625,11.73653155,17.37588652
ABK80003_DIV126DAP_Avian_1997,A,DIV126DAP,0.14159292,0.231858407,0.191150442,0.152212389,0.169911504,0.136283186,0.238938053,0.283185841,11.75266991,18.02120141
ADA69374_HWO850XAD_Avian_2006.85,A,HWO850XAD,0.143872114,0.234458259,0.195381883,0.156305506,0.165186501,0.138543517,0.238010657,0.293072824,10.96102122,18.08510638
ADQ20565_JDF759CAC_Avian_2006,A,JDF759CAC,0.143872114,0.23268206,0.191829485,0.150976909,0.168738899,0.138543517,0.238010657,0.289520426,11.75531175,18.08510638
ADA69396_HML393VIK_Avian_2006.813889,A,HML393VIK,0.143872114,0.234458259,0.191829485,0.152753108,0.168738899,0.138543517,0.238010657,0.289520426,11.73340732,18.08510638
ADA69418_NXN841DKS_Avian_2008,A,NXN841DKS,0.152753108,0.236234458,0.191829485,0.152753108,0.172291297,0.140319716,0.241563055,0.289520426,11.70887915,18.08510638
ADA69407_UTU404LYP_Avian_2007.122222,A,UTU404LYP,0.143872114,0.230905861,0.191829485,0.152753108,0.168738899,0.134991119,0.238010657,0.289520426,11.74567128,18.08510638
APC33042_UWU420XAW_Avian_2006.713889,A,UWU420XAW,0.143872114,0.236234458,0.188277087,0.152753108,0.168738899,0.138543517,0.238010657,0.289520426,11.74469054,18.08510638
ADA69429_LIT799QSD_Avian_2008,A,LIT799QSD,0.147424512,0.230905861,0.191829485,0.152753108,0.170515098,0.136767318,0.239786856,0.287744227,11.74764815,18.79432624
APC30424_WTL192XEK_Avian_2006.708333,A,WTL192XEK,0.143872114,0.234458259,0.184724689,0.152753108,0.172291297,0.134991119,0.238010657,0.291296625,11.74187157,18.08510638
ASY99082_XQG867GVD_Avian_2006.725,A,XQG867GVD,0.143872114,0.234458259,0.188277087,0.154529307,0.170515098,0.136767318,0.239786856,0.291296625,11.74122279,17.37588652
ADF65091_CGV916XVW_Avian_2005.9,A,CGV916XVW,0.145648313,0.234458259,0.190053286,0.150976909,0.174067496,0.136767318,0.236234458,0.287744227,11.75240967,18.08510638
ADA69385_BCY460KXV_Avian_2006.222222,A,BCY460KXV,0.147424512,0.234458259,0.190053286,0.14920071,0.165186501,0.138543517,0.245115453,0.285968028,11.70259917,18.08510638
ABJ53148_UOY502JRA_Avian_2004.002778,A,UOY502JRA,0.145648313,0.241563055,0.193605684,0.150976909,0.161634103,0.143872114,0.241563055,0.289520426,11.74850208,18.79432624
ABR37330_WJQ923KJS_Avian_2005,A,WJQ923KJS,0.15070922,0.235815603,0.19858156,0.15248227,0.171985816,0.140070922,0.244680851,0.287234043,11.74350525,17.34513274
ABB20262_WEZ119HNN_Avian_1978,A,WEZ119HNN,0.145648313,0.239786856,0.190053286,0.152753108,0.174067496,0.138543517,0.243339254,0.289520426,11.74930928,18.79432624
BAR64389_MHZ414RMR_Avian_1980,A,MHZ414RMR,0.145648313,0.239786856,0.191829485,0.158081705,0.170515098,0.143872114,0.239786856,0.298401421,11.73143483,17.37588652
ABB88278_UJY552CZZ_Avian_1978,A,UJY552CZZ,0.14920071,0.243339254,0.190053286,0.150976909,0.170515098,0.140319716,0.246891652,0.284191829,11.7412722,18.08510638
AAD13570_RPR065QGQ_Avian_1977,A,RPR065QGQ,0.143884892,0.235611511,0.192446043,0.151079137,0.167266187,0.136690647,0.241007194,0.287769784,10.2069448,18.31238779
BAR64378_DEP705KDP_Avian_1979,A,DEP705KDP,0.148214286,0.235714286,0.1875,0.15,0.173214286,0.1375,0.242857143,0.285714286,11.74592866,18.18181818
ACH85531_ZQE554GCU_Avian_1973,A,ZQE554GCU,0.147058824,0.242647059,0.181985294,0.147058824,0.159926471,0.134191176,0.242647059,0.277573529,9.407356443,17.43119266
AAD13574_JZG465PLF_Avian_1986,A,JZG465PLF,0.140319716,0.23268206,0.190053286,0.154529307,0.1669627,0.13321492,0.243339254,0.289520426,11.74320498,18.79432624
ABR37720_PUF439QFT_Avian_1998,A,PUF439QFT,0.142095915,0.236234458,0.193605684,0.156305506,0.174067496,0.127886323,0.239786856,0.291296625,11.78768454,18.08510638
ACN29493_NFS496TBA_Avian_1999.494444,A,NFS496TBA,0.154529307,0.238010657,0.191829485,0.158081705,0.174067496,0.131438721,0.236234458,0.289520426,11.76135244,18.08510638
ACH85542_SDD209WFS_Avian_1991,A,SDD209WFS,0.147482014,0.23381295,0.190647482,0.143884892,0.174460432,0.14028777,0.241007194,0.285971223,10.19838799,18.31238779
ACF25627_VJA785ULP_Avian_1994,A,VJA785ULP,0.140319716,0.236234458,0.191829485,0.150976909,0.172291297,0.131438721,0.241563055,0.291296625,11.77392253,18.79432624
AGT18787_JUT158GMC_Avian_1991.138889,A,JUT158GMC,0.147424512,0.239786856,0.190053286,0.150976909,0.174067496,0.136767318,0.246891652,0.285968028,11.76102201,18.08510638
ALR82540_LVD886GQG_Avian_2014.916667,A,LVD886GQG,0.143872114,0.241563055,0.191829485,0.154529307,0.172291297,0.134991119,0.241563055,0.289520426,11.74869288,18.79432624
BAQ21394_CAN067RCS_Avian_2014.830556,A,CAN067RCS,0.147424512,0.238010657,0.193605684,0.150976909,0.172291297,0.13321492,0.241563055,0.287744227,11.75993379,18.08510638
APC32632_RSO548ZTO_Avian_2010.711111,A,RSO548ZTO,0.143872114,0.234458259,0.197158082,0.14920071,0.177619893,0.136767318,0.239786856,0.291296625,11.74123211,18.08510638
AFT65147_FUQ733HAQ_Avian_2009.841667,A,FUQ733HAQ,0.141048825,0.240506329,0.193490054,0.151898734,0.16636528,0.13562387,0.244122966,0.285714286,11.74841312,19.67509025
AFT65117_BPL881XZA_Avian_2009.847222,A,BPL881XZA,0.139784946,0.240143369,0.191756272,0.152329749,0.172043011,0.134408602,0.240143369,0.290322581,11.76447518,20.39355993
AFT65127_ZFL043RIC_Avian_2009.844444,A,ZFL043RIC,0.140319716,0.241563055,0.190053286,0.150976909,0.174067496,0.13321492,0.243339254,0.284191829,11.76538675,18.08510638
AFT65217_LGL441FAH_Avian_2009.822222,A,LGL441FAH,0.137432188,0.236889693,0.193490054,0.151898734,0.162748644,0.13562387,0.240506329,0.289330922,11.746654,19.49458484
AFT65137_PBJ821GVQ_Avian_2009.844444,A,PBJ821GVQ,0.136767318,0.238010657,0.191829485,0.154529307,0.172291297,0.13321492,0.238010657,0.289520426,11.76680448,18.08510638
AFT65167_QOK840ICD_Avian_2009.838889,A,QOK840ICD,0.141048825,0.235081374,0.197106691,0.150090416,0.168173599,0.137432188,0.242314647,0.283905967,11.74827882,19.49458484
APC30856_TJQ010FKD_Avian_2009.022222,A,TJQ010FKD,0.140319716,0.23268206,0.195381883,0.150976909,0.172291297,0.134991119,0.238010657,0.287744227,11.75919876,17.37588652
APC33151_MUT140UQK_Avian_2009.694444,A,MUT140UQK,0.138543517,0.23268206,0.193605684,0.150976909,0.174067496,0.129662522,0.239786856,0.285968028,11.77355826,18.79432624
APC32151_BTL058KXP_Avian_2008.727778,A,BTL058KXP,0.140319716,0.236234458,0.191829485,0.150976909,0.174067496,0.13321492,0.236234458,0.287744227,11.76441704,18.08510638
ARX91484_TEC165AQZ_Avian_2008.769444,A,TEC165AQZ,0.140319716,0.234458259,0.191829485,0.150976909,0.174067496,0.13321492,0.239786856,0.287744227,11.76002479,18.08510638
AAD13573_JRD272GYB_Avian_1984,A,JRD272GYB,0.143872114,0.238010657,0.190053286,0.150976909,0.170515098,0.136767318,0.246891652,0.282415631,11.74094334,17.37588652
APC31445_AGW667ILR_Avian_2009.819444,A,AGW667ILR,0.140319716,0.234458259,0.193605684,0.150976909,0.174067496,0.13321492,0.239786856,0.287744227,11.74713389,18.08510638
AGU01924_NRX537KML_Avian_2011.769444,A,NRX537KML,0.143872114,0.23268206,0.190053286,0.152753108,0.172291297,0.140319716,0.241563055,0.293072824,11.74905856,18.08510638
ATY74292_MWB452SNC_Avian_2015.844444,A,MWB452SNC,0.143872114,0.234458259,0.190053286,0.154529307,0.174067496,0.131438721,0.236234458,0.293072824,11.76236431,18.08510638
AFU10253_VCR258ULU_Avian_2011.75,A,VCR258ULU,0.143872114,0.234458259,0.191829485,0.150976909,0.174067496,0.136767318,0.239786856,0.287744227,11.74463788,17.37588652
AFH41205_UPK470CYA_Avian_2009.688889,A,UPK470CYA,0.143617021,0.235815603,0.191489362,0.14893617,0.171985816,0.132978723,0.241134752,0.290780142,11.73218407,18.76106195
AIJ10959_LKW341DMZ_Avian_2013.394444,A,LKW341DMZ,0.145648313,0.236234458,0.190053286,0.150976909,0.175843694,0.143872114,0.238010657,0.291296625,11.72416438,17.37588652
AFU10274_ZTA397PLP_Avian_2011.75,A,ZTA397PLP,0.143872114,0.234458259,0.190053286,0.152753108,0.175843694,0.138543517,0.238010657,0.289520426,11.73932874,17.37588652
ASF57569_YHM930JVF_Avian_2016.991667,A,YHM930JVF,0.142095915,0.23268206,0.188277087,0.158081705,0.174067496,0.138543517,0.236234458,0.291296625,11.73942462,18.08510638
AHB73774_HIH715IDI_Avian_2010.833333,A,HIH715IDI,0.145648313,0.234458259,0.191829485,0.150976909,0.175843694,0.140319716,0.241563055,0.285968028,11.74012918,18.08510638
ATP16208_QSF909YIJ_Avian_2010,A,QSF909YIJ,0.145648313,0.234458259,0.191829485,0.150976909,0.175843694,0.140319716,0.241563055,0.285968028,11.74566165,18.08510638
AFU10264_FGZ984AJV_Avian_2011.75,A,FGZ984AJV,0.143872114,0.238010657,0.195381883,0.150976909,0.174067496,0.138543517,0.239786856,0.291296625,11.74580024,17.37588652
ADK70169_TXQ782MGT_Avian_2007.683333,A,TXQ782MGT,0.143872114,0.234458259,0.193605684,0.154529307,0.175843694,0.136767318,0.238010657,0.289520426,11.74925078,17.37588652
APC30607_QJW110LBX_Avian_2008.080556,A,QJW110LBX,0.145648313,0.236234458,0.195381883,0.156305506,0.174067496,0.131438721,0.23268206,0.296625222,11.74833647,18.08510638
AFH41216_EDZ301IAN_Avian_2011.722222,A,EDZ301IAN,0.147424512,0.234458259,0.195381883,0.150976909,0.172291297,0.142095915,0.241563055,0.284191829,11.72402657,17.37588652
AMK48398_FVA298BKY_Avian_2013.736111,A,FVA298BKY,0.145648313,0.234458259,0.191829485,0.150976909,0.170515098,0.142095915,0.239786856,0.289520426,11.74107126,17.37588652
AFO66664_WZL868CRZ_Avian_2010.877778,A,WZL868CRZ,0.143872114,0.23268206,0.188277087,0.150976909,0.168738899,0.140319716,0.238010657,0.284191829,12.53280944,17.0212766
APC31877_EFY636SKK_Avian_2010.077778,A,EFY636SKK,0.143872114,0.239786856,0.195381883,0.150976909,0.170515098,0.142095915,0.243339254,0.284191829,11.74812071,17.0212766
BAN63077_ICL726VIW_Avian_2011.85,A,ICL726VIW,0.144128114,0.238434164,0.192170819,0.15480427,0.177935943,0.140569395,0.236654804,0.290035587,11.75137031,17.40674956
ABS89310_WAK842HBO_Avian_2004,A,WAK842HBO,0.150976909,0.234458259,0.191829485,0.150976909,0.177619893,0.145648313,0.243339254,0.287744227,11.7122854,17.37588652
AQU12503_PVV870PSR_Avian_2009.883333,A,PVV870PSR,0.147424512,0.236234458,0.193605684,0.152753108,0.172291297,0.142095915,0.241563055,0.291296625,11.72022856,17.37588652
APC31369_YHO023DOY_Avian_2008.997222,A,YHO023DOY,0.143872114,0.23268206,0.193605684,0.150976909,0.174067496,0.140319716,0.243339254,0.287744227,11.7536877,17.37588652
APC32419_ZAL783EJM_Avian_2008.997222,A,ZAL783EJM,0.143872114,0.234458259,0.193605684,0.150976909,0.174067496,0.138543517,0.243339254,0.287744227,11.75199307,17.37588652
AIY54942_JGC973JMX_Avian_2009,A,JGC973JMX,0.143872114,0.234458259,0.193605684,0.150976909,0.174067496,0.134991119,0.239786856,0.287744227,11.75069434,17.37588652
ADQ20554_EWV311CVX_Avian_2003,A,EWV311CVX,0.147424512,0.234458259,0.193605684,0.14920071,0.172291297,0.140319716,0.245115453,0.282415631,11.74159888,17.37588652
APC30564_NIM182IIM_Avian_2009.086111,A,NIM182IIM,0.143872114,0.23268206,0.191829485,0.152753108,0.170515098,0.136767318,0.236234458,0.289520426,11.74029908,17.0212766
APC31307_GFQ778QYS_Avian_2009.138889,A,GFQ778QYS,0.143872114,0.230905861,0.191829485,0.152753108,0.170515098,0.142095915,0.236234458,0.289520426,11.73833087,17.0212766
APC32336_JPB237OKQ_Avian_2008.961111,A,JPB237OKQ,0.143872114,0.234458259,0.193605684,0.14920071,0.170515098,0.13321492,0.236234458,0.289520426,11.7389906,17.37588652
APC33040_MUT233IGF_Avian_2008.772222,A,MUT233IGF,0.145648313,0.234458259,0.191829485,0.14920071,0.175843694,0.136767318,0.234458259,0.289520426,11.76047995,18.08510638
ABR37341_NLW578XFB_Avian_2005,A,NLW578XFB,0.143872114,0.238010657,0.191829485,0.150976909,0.174067496,0.136767318,0.239786856,0.285968028,11.7329085,17.37588652
AFM08880_VWU976VVW_Avian_2011.416667,A,VWU976VVW,0.143617021,0.232269504,0.19858156,0.156028369,0.173758865,0.134751773,0.232269504,0.294326241,11.7428655,18.05309735
AFM08891_EIR176EVK_Avian_2011.172222,A,EIR176EVK,0.141843972,0.228723404,0.195035461,0.15248227,0.173758865,0.132978723,0.232269504,0.29964539,11.73847782,17.34513274
ACK43314_GVG688KAC_Avian_2004.586111,A,GVG688KAC,0.149466192,0.231316726,0.18683274,0.147686833,0.179715302,0.137010676,0.241992883,0.279359431,11.76059954,18.11722913
ABQ24010_SQO191SFJ_Avian_2006.002778,A,SQO191SFJ,0.141843972,0.232269504,0.191489362,0.15070922,0.173758865,0.134751773,0.235815603,0.283687943,11.77720047,17.34513274
ABQ24018_SBL711NEA_Avian_2006.002778,A,SBL711NEA,0.14638448,0.23633157,0.194003527,0.149911817,0.172839506,0.137566138,0.238095238,0.282186949,11.75628973,17.95774648
ABR37352_MBN015URC_Avian_2005,A,MBN015URC,0.144128114,0.238434164,0.195729537,0.153024911,0.174377224,0.140569395,0.236654804,0.293594306,11.74781743,17.40674956
AFE85372_KCQ072VGU_Avian_2012.083333,A,KCQ072VGU,0.14920071,0.238010657,0.202486679,0.154529307,0.163410302,0.145648313,0.239786856,0.293072824,11.75356952,17.37588652
ACI16697_JWO441VUN_Avian_2006.861111,A,JWO441VUN,0.143872114,0.234458259,0.191829485,0.154529307,0.172291297,0.138543517,0.238010657,0.289520426,11.74288856,17.37588652
AII31067_DAJ774MBC_Avian_1959,A,DAJ774MBC,0.156305506,0.239786856,0.190053286,0.154529307,0.175843694,0.138543517,0.245115453,0.285968028,11.67984238,18.79432624
ABI85117_QMJ423UDB_Avian_1983,A,QMJ423UDB,0.152212389,0.233628319,0.194690265,0.166371681,0.169911504,0.134513274,0.242477876,0.302654867,12.47729128,17.31448763
AEZ68721_HBT006AJJ_Avian_1961,A,HBT006AJJ,0.148148148,0.241622575,0.192239859,0.15696649,0.171075838,0.132275132,0.243386243,0.287477954,11.74519298,18.66197183
ADT64868_ZTZ895WUC_Avian_1981,A,ZTZ895WUC,0.14920071,0.241563055,0.193605684,0.174067496,0.170515098,0.127886323,0.236234458,0.294849023,11.74005666,18.79432624
AGO87183_YTZ995RZD_Avian_2011.861111,A,YTZ995RZD,0.149466192,0.234875445,0.192170819,0.15480427,0.15658363,0.135231317,0.240213523,0.288256228,11.74885873,19.71580817
ABY40437_IND354JPE_Suidae_2006,P,IND354JPE,0.155080214,0.258467023,0.221033868,0.172905526,0.144385027,0.147950089,0.242424242,0.290552585,11.711267,22.77580071
AAT65325_HKR987KFT_Avian_1996,A,HKR987KFT,0.156690141,0.264084507,0.220070423,0.167253521,0.146126761,0.154929577,0.246478873,0.286971831,11.74160198,23.19859402
AHZ13565_IDO603BLP_Avian_2004.002778,A,IDO603BLP,0.153172867,0.245076586,0.205689278,0.166301969,0.157549234,0.140043764,0.2297593,0.284463895,10.15032862,25.54585153
AFV53336_WNY358HGH_Hominidae_1967,H,WNY358HGH,0.167557932,0.251336898,0.217468806,0.151515152,0.153297683,0.151515152,0.229946524,0.285204991,11.66814362,23.84341637
AIY59297_LHE696CEU_Hominidae_1963,H,LHE696CEU,0.167557932,0.249554367,0.215686275,0.155080214,0.147950089,0.153297683,0.228163993,0.28342246,11.66597278,23.84341637
AIP93115_XCW717GSD_Hominidae_1957.694444,H,XCW717GSD,0.158645276,0.258467023,0.221033868,0.151515152,0.140819964,0.153297683,0.235294118,0.279857398,11.72914835,23.1316726
ACS93982_SXG053ALW_Avian_1973,A,SXG053ALW,0.158379374,0.26335175,0.217311234,0.154696133,0.145488029,0.152854512,0.244935543,0.276243094,9.392003836,23.52941176
AFM83101_SQG598RCC_Avian_2005,A,SQG598RCC,0.155080214,0.25311943,0.215686275,0.156862745,0.146167558,0.139037433,0.237076649,0.28342246,11.73739677,23.1316726
ACD88670_TNT580HOT_Avian_2004.002778,A,TNT580HOT,0.162210339,0.249554367,0.213903743,0.151515152,0.151515152,0.13368984,0.228163993,0.28342246,11.73149753,24.91103203
AFJ12473_VTK850LQY_Avian_1994.391667,A,VTK850LQY,0.156862745,0.260249554,0.212121212,0.172905526,0.153297683,0.139037433,0.233511586,0.285204991,11.73733119,23.1316726
AFJ12499_FKY524HJN_Avian_1997.369444,A,FKY524HJN,0.151515152,0.260249554,0.217468806,0.172905526,0.144385027,0.139037433,0.228163993,0.299465241,11.72309876,22.95373665
ALJ54239_RBA374OYY_Suidae_2014,P,RBA374OYY,0.158081705,0.239786856,0.211367673,0.1669627,0.179396092,0.136767318,0.241563055,0.291296625,11.78868221,25.35460993
