AUI42241.1:1-757	AUI42241.1:1-757
ADI79236.1:1-767	ANH21618.1:1-757
ADI79236.1:1-767	ANH21623.1:1-757
ADI79236.1:1-767	ANH21666.1:1-757
ADI79236.1:1-767	ANH21672.1:1-757
ADI79236.1:1-767	ANH21676.1:1-757
ADI79236.1:1-767	ANH21680.1:1-757
ADI79236.1:1-767	ANH21688.1:1-757
ADI79236.1:1-767	ANH21690.1:1-757
ADI79236.1:1-767	ANH21770.1:1-757
ADI79236.1:1-767	ANH21772.1:1-757
ADI79236.1:1-767	ANH21870.1:1-757
ADI79236.1:1-767	ANH21872.1:1-757
ADI79236.1:1-767	ANH21895.1:1-757
ADI79236.1:1-767	ANH56327.1:1-757
ADI79236.1:1-767	ANH56337.1:1-757
ADI79236.1:1-767	ANH56366.1:1-757
ADI79236.1:1-767	ANH71133.1:1-757
ADI79236.1:1-767	ANH71144.1:1-757
ADI79236.1:1-767	ANH71155.1:1-757
ADI79236.1:1-767	ANH71166.1:1-757
ADI79236.1:1-767	ANH71177.1:1-757
ADI79236.1:1-767	ANK57884.1:1-757
ADI79236.1:1-767	ANM71615.1:1-757
ADI79236.1:1-767	ANM71625.1:1-757
ADI79236.1:1-767	ANM71635.1:1-757
ADI79236.1:1-767	ANM71873.1:1-758
ADI79236.1:1-767	ANM71875.1:1-758
ADI79236.1:1-767	ANM71946.1:1-757
ADI79236.1:1-767	ANM71951.1:1-757
ADI79236.1:1-767	ANM71962.1:1-757
ADI79236.1:1-767	ANM71972.1:1-757
ADI79236.1:1-767	ANM71982.1:1-757
ADI79236.1:1-767	ANM71992.1:1-757
ADI79236.1:1-767	ANM72005.1:1-757
ADI79236.1:1-767	ANM72014.1:1-757
ADI79236.1:1-767	ANM72027.1:1-757
ADI79236.1:1-767	ANM72041.1:1-757
ADI79236.1:1-767	ANM72187.1:1-757
ADI79236.1:1-767	ANM72205.1:1-757
ADI79236.1:1-767	ANM72210.1:1-757
ADI79236.1:1-767	ANM72227.1:1-757
ADI79236.1:1-767	ANM72238.1:1-757
ADI79236.1:1-767	ANM72247.1:1-757
ADI79236.1:1-767	ANM72256.1:1-757
ADI79236.1:1-767	ANM72269.1:1-757
ADI79236.1:1-767	ANM72283.1:1-757
ADI79236.1:1-767	ANM72294.1:1-757
ADI79236.1:1-767	ANM72303.1:1-757
ADI79236.1:1-767	ANM72315.1:1-757
ADI79236.1:1-767	ANM72324.1:1-757
ADI79236.1:1-767	ANM72336.1:1-757
ADI79236.1:1-767	ANM72344.1:1-757
ADI79236.1:1-767	ANM72351.1:1-757
ADI79236.1:1-767	ANM72369.1:1-757
ADI79236.1:1-767	ANM72379.1:1-758
ADI79236.1:1-767	ANM72393.1:1-757
ADI79236.1:1-767	ANM72402.1:1-757
ADI79236.1:1-767	ANM72416.1:1-757
ADI79236.1:1-767	ANM72436.1:1-757
ADI79236.1:1-767	ANM72442.1:1-757
ADI79236.1:1-767	ANM72456.1:1-757
ADI79236.1:1-767	ANM72469.1:1-757
ADI79236.1:1-767	ANM72477.1:1-757
ADI79236.1:1-767	ANM72491.1:1-757
ADI79236.1:1-767	ANM72497.1:1-757
ADI79236.1:1-767	ANM72510.1:1-757
ADI79236.1:1-767	ANM72531.1:1-757
ADI79236.1:1-767	ANM72544.1:1-757
ADI79236.1:1-767	ANM72556.1:1-757
ADI79236.1:1-767	ANM72568.1:1-757
ADI79236.1:1-767	ANN44824.1:1-757
ADI79236.1:1-767	ANN44843.1:1-757
ADI79236.1:1-767	ANN44856.1:1-757
ADI79236.1:1-767	ANO46287.1:1-757
ADI79236.1:1-767	ANO46315.1:1-757
ADI79236.1:1-767	ANQ69362.1:1-757
ADI79236.1:1-767	ANT47338.1:1-757
ADI79236.1:1-767	ANT47350.1:1-757
ADI79236.1:1-767	ANT47362.1:1-757
ADI79236.1:1-767	ANU24914.2:1-757
ADI79236.1:1-767	ANU24961.1:1-757
ADI79236.1:1-767	ANU24967.1:1-757
ADI79236.1:1-767	ANU24976.1:1-757
ADI79236.1:1-767	ANU25013.1:1-757
ADI79236.1:1-767	ANU25043.1:1-757
ADI79236.1:1-767	ANU25170.1:1-757
ADI79236.1:1-767	ANU25255.1:1-757
ADI79236.1:1-767	ANU25372.2:1-757
ADI79236.1:1-767	ANU25384.1:1-757
ADI79236.1:1-767	ANW83228.2:1-757
ADI79236.1:1-767	ANW84036.1:1-757
ADI79236.1:1-767	ANZ03722.1:1-757
ADI79236.1:1-767	ANZ03735.1:1-758
ADI79236.1:1-767	ANZ03747.1:1-757
ADI79236.1:1-767	ANZ03759.1:1-757
ADI79236.1:1-767	AOC37030.1:1-757
ADI79236.1:1-767	AOC37031.1:1-757
ADI79236.1:1-767	AOC37032.1:1-757
ADI79236.1:1-767	AOC37033.1:1-757
ADI79236.1:1-767	AOC37034.1:1-757
ADI79236.1:1-767	AOC37035.1:1-757
ADI79236.1:1-767	AOC37036.1:1-757
ADI79236.1:1-767	AOC37037.1:1-757
ADI79236.1:1-767	AOC37038.1:1-757
ADI79236.1:1-767	AOC37039.1:1-757
ADI79236.1:1-767	AOC37040.1:1-757
ADI79236.1:1-767	AOC37041.1:1-757
ADI79236.1:1-767	AOC37042.1:1-757
ADI79236.1:1-767	AOC37043.1:1-757
ADI79236.1:1-767	AOC37044.1:1-757
ADI79236.1:1-767	AOC37045.1:1-757
ADI79236.1:1-767	AOC37046.1:1-757
ADI79236.1:1-767	AOC37047.1:1-757
ADI79236.1:1-767	AOC37048.1:1-757
ADI79236.1:1-767	AOC37049.1:1-757
ADI79236.1:1-767	AOC37050.1:1-757
ADI79236.1:1-767	AOC37051.1:1-757
ADI79236.1:1-767	AOC37052.1:1-757
ADI79236.1:1-767	AOC37053.1:1-757
ADI79236.1:1-767	AOC37054.1:1-757
ADI79236.1:1-767	AOC37055.1:1-757
ADI79236.1:1-767	AOC37056.1:1-757
ADI79236.1:1-767	AOC37057.1:1-757
ADI79236.1:1-767	AOC37058.1:1-757
ADI79236.1:1-767	AOC37059.1:1-757
ADI79236.1:1-767	AOC37060.1:1-757
ADI79236.1:1-767	AOC37061.1:1-757
ADI79236.1:1-767	AOC37062.1:1-757
ADI79236.1:1-767	AOC37063.1:1-757
ADI79236.1:1-767	AOC37064.1:1-757
ADI79236.1:1-767	AOC37065.1:1-757
ADI79236.1:1-767	AOC37066.1:1-757
ADI79236.1:1-767	AOC37067.1:1-757
ADI79236.1:1-767	AOC37068.1:1-757
ADI79236.1:1-767	AOC37069.1:1-757
ADI79236.1:1-767	AOC37070.1:1-757
ADI79236.1:1-767	AOC37071.1:1-757
ADI79236.1:1-767	AOC37360.1:1-757
ADI79236.1:1-767	AOC37371.1:1-757
ADI79236.1:1-767	AOC37378.1:1-757
ADI79236.1:1-767	AOC37379.1:1-757
ADI79236.1:1-767	AOC37387.1:1-757
ADI79236.1:1-767	AOC37395.1:1-757
ADI79236.1:1-767	AOC37444.1:1-757
ADI79236.1:1-767	AOC37458.1:1-757
ADI79236.1:1-767	AOC37639.1:1-757
ADI79236.1:1-767	AOC37804.1:1-757
ADI79236.1:1-767	AOC37805.1:1-757
ADI79236.1:1-767	AOC37806.1:1-757
ADI79236.1:1-767	AOC37807.1:1-757
ADI79236.1:1-767	AOE22914.1:1-757
ADI79236.1:1-767	AOE22916.1:1-757
ADI79236.1:1-767	AOE22918.1:1-757
ADI79236.1:1-767	AOE22920.1:1-757
ADI79236.1:1-767	AOE22922.1:1-757
ADI79236.1:1-767	AOE22924.1:1-757
ADI79236.1:1-767	AOE22926.1:1-757
ADI79236.1:1-767	AOE22928.1:1-757
ADI79236.1:1-767	AOE22930.1:1-757
ADI79236.1:1-767	AOE22932.1:1-757
ADI79236.1:1-767	AOE22934.1:1-757
ADI79236.1:1-767	AOE22936.1:1-757
ADI79236.1:1-767	AOE22938.1:1-757
ADI79236.1:1-767	AOE22940.1:1-757
ADI79236.1:1-767	AOE22942.1:1-757
ADI79236.1:1-767	AOE22944.1:1-757
ADI79236.1:1-767	AOE22946.1:1-757
ADI79236.1:1-767	AOE22948.1:1-757
ADI79236.1:1-767	AOE22950.1:1-757
ADI79236.1:1-767	AOE22952.1:1-757
ADI79236.1:1-767	AOE22954.1:1-757
ADI79236.1:1-767	AOE22956.1:1-757
ADI79236.1:1-767	AOE22958.1:1-757
ADI79236.1:1-767	AOE22960.1:1-757
ADI79236.1:1-767	AOE22962.1:1-757
ADI79236.1:1-767	AOE22964.1:1-757
ADI79236.1:1-767	AOE22966.1:1-757
ADI79236.1:1-767	AOE22968.1:1-757
ADI79236.1:1-767	AOE22970.1:1-757
ADI79236.1:1-767	AOE22972.1:1-757
ADI79236.1:1-767	AOE22974.1:1-757
ADI79236.1:1-767	AOE22976.1:1-757
ADI79236.1:1-767	AOE22978.1:1-757
ADI79236.1:1-767	AOE23184.1:1-757
ADI79236.1:1-767	AOG29660.1:1-757
ADI79236.1:1-767	AOG29662.1:1-757
ADI79236.1:1-767	AOG29664.1:1-757
ADI79236.1:1-767	AOG29666.1:1-757
ADI79236.1:1-767	AOK93175.1:1-758
ADI79236.1:1-767	AOK93190.1:1-757
ADI79236.1:1-767	AOK93202.1:1-757
ADI79236.1:1-767	AOK93214.1:1-757
ADI79236.1:1-767	AOK93226.1:1-757
ADI79236.1:1-767	AOK93238.1:1-757
ADI79236.1:1-767	AOK93250.1:1-757
ADI79236.1:1-767	AOK93262.1:1-757
ADI79236.1:1-767	AOK93274.1:1-757
ADI79236.1:1-767	AOK93286.1:1-757
ADI79236.1:1-767	AOK93298.1:1-757
ADI79236.1:1-767	AOK93310.1:1-757
ADI79236.1:1-767	AOK93322.1:1-757
ADI79236.1:1-767	AOK93334.1:1-757
ADI79236.1:1-767	AOK93346.1:1-757
ADI79236.1:1-767	AOK93358.1:1-757
ADI79236.1:1-767	AOK93370.1:1-757
ADI79236.1:1-767	AOK93382.1:1-757
ADI79236.1:1-767	AOK93394.1:1-757
ADI79236.1:1-767	AOK93406.1:1-757
ADI79236.1:1-767	AOK93418.1:1-757
ADI79236.1:1-767	AOK93430.1:1-757
ADI79236.1:1-767	AOK93442.1:1-757
ADI79236.1:1-767	AOO54690.1:1-757
ADI79236.1:1-767	AOS87517.1:1-757
ADI79236.1:1-767	AOS87523.1:1-757
ADI79236.1:1-767	AOT22232.1:1-758
ADI79236.1:1-767	AOT22264.1:1-757
ADI79236.1:1-767	AOT22298.1:1-757
ADI79236.1:1-767	AOT22319.1:1-757
ADI79236.1:1-767	AOT22327.1:1-757
ADI79236.1:1-767	AOT22334.1:1-757
ADI79236.1:1-767	AOT22344.1:1-757
ADI79236.1:1-767	AOT22396.1:1-757
ADI79236.1:1-767	AOT22438.1:1-757
ADI79236.1:1-767	AOT86225.1:1-757
ADI79236.1:1-767	AOT86237.1:1-757
ADI79236.1:1-767	AOW32228.1:1-757
ADI79236.1:1-767	AOW32238.1:1-757
ADI79236.1:1-767	AOW32268.1:1-757
ADI79236.1:1-767	AOX49298.1:1-757
ADI79236.1:1-767	AOX49310.1:1-757
ADI79236.1:1-767	AOX49322.1:1-757
ADI79236.1:1-767	AOX49334.1:1-757
ADI79236.1:1-767	AOX49346.1:1-757
ADI79236.1:1-767	AOX49358.1:1-757
ADI79236.1:1-767	AOX49370.1:1-757
ADI79236.1:1-767	AOX49382.1:1-757
ADI79236.1:1-767	AOX49394.1:1-757
ADI79236.1:1-767	AOX49406.1:1-757
ADI79236.1:1-767	AOX49418.1:1-757
ADI79236.1:1-767	AOX49430.1:1-757
ADI79236.1:1-767	AOX49442.1:1-757
ADI79236.1:1-767	AOX49454.1:1-757
ADI79236.1:1-767	AOX49466.1:1-757
ADI79236.1:1-767	APC26534.1:1-757
ADI79236.1:1-767	APC26536.1:1-757
ADI79236.1:1-767	APC26538.1:1-757
ADI79236.1:1-767	APC26540.1:1-758
ADI79236.1:1-767	APC26542.1:1-757
ADI79236.1:1-767	APC26544.1:1-757
ADI79236.1:1-767	APC26546.1:1-757
ADI79236.1:1-767	APC26548.1:1-757
ADI79236.1:1-767	APC26550.1:1-758
ADI79236.1:1-767	APC26552.1:1-757
ADI79236.1:1-767	APC26554.1:1-758
ADI79236.1:1-767	APC26556.1:1-757
ADI79236.1:1-767	APC26558.1:1-757
ADI79236.1:1-767	APC26560.1:1-757
ADI79236.1:1-767	APC26562.1:1-757
ADI79236.1:1-767	APC26564.1:1-758
ADI79236.1:1-767	APC26566.1:1-757
ADI79236.1:1-767	APC26568.1:1-757
ADI79236.1:1-767	APC26570.1:1-757
ADI79236.1:1-767	APC26572.1:1-757
ADI79236.1:1-767	APC26574.1:1-758
ADI79236.1:1-767	APC26576.1:1-757
ADI79236.1:1-767	APC26578.1:1-757
ADI79236.1:1-767	APC26580.1:1-757
ADI79236.1:1-767	APC26582.1:1-757
ADI79236.1:1-767	APC26584.1:1-757
ADI79236.1:1-767	APC26586.1:1-757
ADI79236.1:1-767	APC26588.1:1-757
ADI79236.1:1-767	APC26590.1:1-757
ADI79236.1:1-767	APC26592.1:1-757
ADI79236.1:1-767	APC26594.1:1-757
ADI79236.1:1-767	APC26596.1:1-757
ADI79236.1:1-767	APC26598.1:1-757
ADI79236.1:1-767	APC26600.1:1-757
ADI79236.1:1-767	APC26602.1:1-757
ADI79236.1:1-767	APC26604.1:1-757
ADI79236.1:1-767	APC26606.1:1-757
ADI79236.1:1-767	APC26608.1:1-757
ADI79236.1:1-767	APC26610.1:1-757
ADI79236.1:1-767	APC26612.1:1-757
ADI79236.1:1-767	APC26614.1:1-757
ADI79236.1:1-767	APC26616.1:1-757
ADI79236.1:1-767	APC26618.1:1-757
ADI79236.1:1-767	APC26620.1:1-757
ADI79236.1:1-767	APC26622.1:1-757
ADI79236.1:1-767	APC26624.1:1-757
ADI79236.1:1-767	APC26626.1:1-757
ADI79236.1:1-767	APC26628.1:1-757
ADI79236.1:1-767	APC26630.1:1-757
ADI79236.1:1-767	APC26632.1:1-758
ADI79236.1:1-767	APC26634.1:1-757
ADI79236.1:1-767	APC26636.1:1-757
ADI79236.1:1-767	APC26638.1:1-757
ADI79236.1:1-767	APC26640.1:1-757
ADI79236.1:1-767	APC26642.1:1-757
ADI79236.1:1-767	APC26644.1:1-757
ADI79236.1:1-767	APC26646.1:1-757
ADI79236.1:1-767	APC26648.1:1-757
ADI79236.1:1-767	APC26650.1:1-757
ADI79236.1:1-767	APC26652.1:1-757
ADI79236.1:1-767	APC26654.1:1-757
ADI79236.1:1-767	APC26656.1:1-757
ADI79236.1:1-767	APC26658.1:1-757
ADI79236.1:1-767	APC26660.1:1-758
ADI79236.1:1-767	APC26662.1:1-757
ADI79236.1:1-767	APC26664.1:1-757
ADI79236.1:1-767	APC26666.1:1-757
ADI79236.1:1-767	APC26668.1:1-757
ADI79236.1:1-767	APC26670.1:1-757
ADI79236.1:1-767	APC26672.1:1-758
ADI79236.1:1-767	APC26674.1:1-757
ADI79236.1:1-767	APC26676.1:1-757
ADI79236.1:1-767	APC26678.1:1-757
ADI79236.1:1-767	APC26680.1:1-757
ADI79236.1:1-767	APC26682.1:1-757
ADI79236.1:1-767	APC26684.1:1-757
ADI79236.1:1-767	APC26686.1:1-757
ADI79236.1:1-767	APC26688.1:1-757
ADI79236.1:1-767	APC26690.1:1-757
ADI79236.1:1-767	APC26692.1:1-757
ADI79236.1:1-767	APC26694.1:1-757
ADI79236.1:1-767	APC26696.1:1-757
ADI79236.1:1-767	APC26698.1:1-757
ADI79236.1:1-767	APC26700.1:1-757
ADI79236.1:1-767	APC26702.1:1-757
ADI79236.1:1-767	APC26704.1:1-757
ADI79236.1:1-767	APC26706.1:1-757
ADI79236.1:1-767	APC26708.1:1-757
ADI79236.1:1-767	APC26710.1:1-757
ADI79236.1:1-767	APC26712.1:1-757
ADI79236.1:1-767	APC26714.1:1-757
ADI79236.1:1-767	APC26716.1:1-757
ADI79236.1:1-767	APC26718.1:1-758
ADI79236.1:1-767	APC26720.1:1-757
ADI79236.1:1-767	APC26722.1:1-757
ADI79236.1:1-767	APC26724.1:1-757
ADI79236.1:1-767	APC26726.1:1-757
ADI79236.1:1-767	APC26728.1:1-757
ADI79236.1:1-767	APC26730.1:1-757
ADI79236.1:1-767	APC26732.1:1-757
ADI79236.1:1-767	APC26734.1:1-758
ADI79236.1:1-767	APC26736.1:1-757
ADI79236.1:1-767	APC26738.1:1-757
ADI79236.1:1-767	APC26740.1:1-757
ADI79236.1:1-767	APC26742.1:1-757
ADI79236.1:1-767	APC26744.1:1-757
ADI79236.1:1-767	APC26746.1:1-757
ADI79236.1:1-767	APC26748.1:1-757
ADI79236.1:1-767	APC26750.1:1-757
ADI79236.1:1-767	APC26752.1:1-757
ADI79236.1:1-767	APC26754.1:1-757
ADI79236.1:1-767	APC26756.1:1-757
ADI79236.1:1-767	APC26758.1:1-757
ADI79236.1:1-767	APC26760.1:1-757
ADI79236.1:1-767	APC26762.1:1-757
ADI79236.1:1-767	APC26764.1:1-757
ADI79236.1:1-767	APC26766.1:1-757
ADI79236.1:1-767	APC26768.1:1-757
ADI79236.1:1-767	APC26770.1:1-757
ADI79236.1:1-767	APC26772.1:1-757
ADI79236.1:1-767	APC26774.1:1-757
ADI79236.1:1-767	APC26776.1:1-757
ADI79236.1:1-767	APC26778.1:1-757
ADI79236.1:1-767	APC26780.1:1-757
ADI79236.1:1-767	APC26782.1:1-757
ADI79236.1:1-767	APC26784.1:1-757
ADI79236.1:1-767	APC26786.1:1-757
ADI79236.1:1-767	APC26788.1:1-757
ADI79236.1:1-767	APC26790.1:1-757
ADI79236.1:1-767	APC26792.1:1-757
ADI79236.1:1-767	APC26794.1:1-757
ADI79236.1:1-767	APC26796.1:1-757
ADI79236.1:1-767	APC26798.1:1-758
ADI79236.1:1-767	APC57877.1:1-757
ADI79236.1:1-767	APC57897.1:1-757
ADI79236.1:1-767	ALE20207.1:1-758
ADI79236.1:1-767	ALE20208.1:1-758
ADI79236.1:1-767	ALE20209.1:1-758
ADI79236.1:1-767	ALE20210.1:1-758
ADI79236.1:1-767	ALE20211.1:1-758
ADI79236.1:1-767	ALE20212.1:1-758
ADI79236.1:1-767	ALE20213.1:1-757
ADI79236.1:1-767	ALE20214.1:1-757
ADI79236.1:1-767	ALE20215.1:1-757
ADI79236.1:1-767	ALE20216.1:1-757
ADI79236.1:1-767	ALE20217.1:1-757
ADI79236.1:1-767	ALE20218.1:1-758
ADI79236.1:1-767	ALE20219.1:1-757
ADI79236.1:1-767	ALE20220.1:1-758
ADI79236.1:1-767	ALE20221.1:1-758
ADI79236.1:1-767	ALF04559.1:1-757
ADI79236.1:1-767	ALG00533.1:1-757
ADI79236.1:1-767	ALG00545.1:1-757
ADI79236.1:1-767	ALG00557.1:1-757
ADI79236.1:1-767	ALG00569.1:1-757
ADI79236.1:1-767	ALG00581.1:1-757
ADI79236.1:1-767	ALG00593.1:1-757
ADI79236.1:1-767	ALG00605.1:1-757
ADI79236.1:1-767	ALG00617.1:1-757
ADI79236.1:1-767	ALG00629.1:1-757
ADI79236.1:1-767	ALG00641.1:1-757
ADI79236.1:1-767	ALG00653.1:1-757
ADI79236.1:1-767	ALG00665.1:1-757
ADI79236.1:1-767	ALG00677.1:1-757
ADI79236.1:1-767	ALG00743.1:1-757
ADI79236.1:1-767	ALH21160.1:1-757
ADI79236.1:1-767	ALH21172.1:1-757
ADI79236.1:1-767	ALH21234.1:1-757
ADI79236.1:1-767	ALH21246.1:1-757
ADI79236.1:1-767	ALH21258.1:1-757
ADI79236.1:1-767	ALH21270.1:1-757
ADI79236.1:1-767	ALH21282.1:1-757
ADI79236.1:1-767	ALH21294.1:1-757
ADI79236.1:1-767	ALH21306.1:1-757
ADI79236.1:1-767	ALH21318.1:1-757
ADI79236.1:1-767	ALH21330.1:1-757
ADI79236.1:1-767	ALH21341.1:1-757
ADI79236.1:1-767	ALH21387.1:1-757
ADI79236.1:1-767	ALH21389.1:1-757
ADI79236.1:1-767	ALH21391.1:1-757
ADI79236.1:1-767	ALH21395.1:1-750
ADI79236.1:1-767	ALJ33240.1:1-757
ADI79236.1:1-767	ALJ33252.1:1-757
ADI79236.1:1-767	ALJ33285.1:1-757
ADI79236.1:1-767	ALJ33305.1:1-757
ADI79236.1:1-767	ALJ33315.1:1-757
ADI79236.1:1-767	ALJ33341.1:1-757
ADI79236.1:1-767	ALJ33389.1:1-757
ADI79236.1:1-767	ALJ33401.1:1-757
ADI79236.1:1-767	ALJ33413.1:1-757
ADI79236.1:1-767	ALJ33424.1:1-757
ADI79236.1:1-767	ALK80120.1:1-757
ADI79236.1:1-767	ALK80132.1:1-757
ADI79236.1:1-767	ALK80144.1:1-757
ADI79236.1:1-767	ALK80156.1:1-757
ADI79236.1:1-767	ALK80168.1:1-757
ADI79236.1:1-767	ALK80180.1:1-757
ADI79236.1:1-767	ALL26420.1:1-757
ADI79236.1:1-767	ALL26432.1:1-757
ADI79236.1:1-767	ALL26444.1:1-757
ADI79236.1:1-767	ALL26456.1:1-757
ADI79236.1:1-767	ALL26468.1:1-757
ADI79236.1:1-767	ALL26480.1:1-757
ADI79236.1:1-767	ALL26492.1:1-757
ADI79236.1:1-767	ALL26504.1:1-757
ADI79236.1:1-767	ALL26516.1:1-757
ADI79236.1:1-767	ALL26528.1:1-757
ADI79236.1:1-767	ALL26540.1:1-757
ADI79236.1:1-767	ALL26552.1:1-757
ADI79236.1:1-767	ALL26564.1:1-757
ADI79236.1:1-767	ALL26576.1:1-757
ADI79236.1:1-767	ALL26588.1:1-757
ADI79236.1:1-767	ALL26611.1:1-757
ADI79236.1:1-767	ALL26623.1:1-757
ADI79236.1:1-767	ALL26635.1:1-757
ADI79236.1:1-767	ALL26647.1:1-757
ADI79236.1:1-767	ALL26659.1:1-757
ADI79236.1:1-767	ALM06105.1:1-734
ADI79236.1:1-767	ALM06115.1:1-754
ADI79236.1:1-767	ALM06125.1:1-757
ADI79236.1:1-767	ALN12248.1:1-757
ADI79236.1:1-767	ALN12256.1:1-757
ADI79236.1:1-767	ALN12264.1:1-757
ADI79236.1:1-767	ALO75954.1:1-757
ADI79236.1:1-767	ALP30072.1:1-757
ADI79236.1:1-767	ALP30082.1:1-757
ADI79236.1:1-767	ALP30092.1:1-757
ADI79236.1:1-767	ALP30102.1:1-757
ADI79236.1:1-767	ALP30112.1:1-757
ADI79236.1:1-767	ALP30122.1:1-757
ADI79236.1:1-767	ALP30132.1:1-757
ADI79236.1:1-767	ALP30142.1:1-757
ADI79236.1:1-767	ALP30152.1:1-757
ADI79236.1:1-767	ALP30162.1:1-757
ADI79236.1:1-767	ALP30172.1:1-757
ADI79236.1:1-767	ALP30182.1:1-757
ADI79236.1:1-767	ALP30192.1:1-757
ADI79236.1:1-767	ALP30202.1:1-757
ADI79236.1:1-767	ALP30212.1:1-757
ADI79236.1:1-767	ALP30222.1:1-757
ADI79236.1:1-767	ALP30232.1:1-757
ADI79236.1:1-767	ALP30242.1:1-757
ADI79236.1:1-767	ALP30252.1:1-757
ADI79236.1:1-767	ALP30262.1:1-757
ADI79236.1:1-767	ALP30272.1:1-757
ADI79236.1:1-767	ALP30282.1:1-757
ADI79236.1:1-767	ALP30292.1:1-757
ADI79236.1:1-767	ALP30302.1:1-757
ADI79236.1:1-767	ALP30312.1:1-757
ADI79236.1:1-767	ALP30322.1:1-757
ADI79236.1:1-767	ALP30332.1:1-757
ADI79236.1:1-767	ALP30342.1:1-757
ADI79236.1:1-767	ALP30352.1:1-757
ADI79236.1:1-767	ALP30362.1:1-757
ADI79236.1:1-767	ALP30372.1:1-757
ADI79236.1:1-767	ALP30382.1:1-757
ADI79236.1:1-767	ALP30392.1:1-757
ADI79236.1:1-767	ALP30402.1:1-757
ADI79236.1:1-767	ALP30412.1:1-757
ADI79236.1:1-767	ALP30422.1:1-757
ADI79236.1:1-767	ALP30432.1:1-757
ADI79236.1:1-767	ALP30442.1:1-757
ADI79236.1:1-767	ALP30452.1:1-757
ADI79236.1:1-767	ALP30462.1:1-757
ADI79236.1:1-767	ALP30472.1:1-757
ADI79236.1:1-767	ALP30482.1:1-757
ADI79236.1:1-767	ALP30492.1:1-757
ADI79236.1:1-767	ALP30502.1:1-757
ADI79236.1:1-767	ALP30512.1:1-757
ADI79236.1:1-767	ALP30522.1:1-757
ADI79236.1:1-767	ALP30532.1:1-757
ADI79236.1:1-767	ALP30542.1:1-757
ADI79236.1:1-767	ALP30552.1:1-757
ADI79236.1:1-767	ALP30562.1:1-757
ADI79236.1:1-767	ALP30572.1:1-757
ADI79236.1:1-767	ALP30582.1:1-757
ADI79236.1:1-767	ALP30592.1:1-757
ADI79236.1:1-767	ALP30602.1:1-757
ADI79236.1:1-767	ALP30612.1:1-757
ADI79236.1:1-767	ALP30622.1:1-757
ADI79236.1:1-767	ALP30632.1:1-757
ADI79236.1:1-767	ALP30642.1:1-757
ADI79236.1:1-767	ALP30652.1:1-757
ADI79236.1:1-767	ALP30662.1:1-757
ADI79236.1:1-767	ALP30672.1:1-757
ADI79236.1:1-767	ALP30682.1:1-757
ADI79236.1:1-767	ALP30692.1:1-757
ADI79236.1:1-767	ALP30702.1:1-757
ADI79236.1:1-767	ALP30712.1:1-757
ADI79236.1:1-767	ALP30722.1:1-757
ADI79236.1:1-767	ALP30732.1:1-757
ADI79236.1:1-767	ALP30742.1:1-757
ADI79236.1:1-767	ALP30752.1:1-757
ADI79236.1:1-767	ALP30762.1:1-757
ADI79236.1:1-767	ALP30772.1:1-757
ADI79236.1:1-767	ALP30782.1:1-757
ADI79236.1:1-767	ALP30792.1:1-757
ADI79236.1:1-767	ALP30802.1:1-757
ADI79236.1:1-767	ALP30812.1:1-757
ADI79236.1:1-767	ALP30822.1:1-757
ADI79236.1:1-767	ALP30832.1:1-757
ADI79236.1:1-767	ALP30842.1:1-757
ADI79236.1:1-767	ALP30852.1:1-757
ADI79236.1:1-767	ALP30862.1:1-757
ADI79236.1:1-767	ALP30872.1:1-757
ADI79236.1:1-767	ALP30882.1:1-757
ADI79236.1:1-767	ALP30892.1:1-757
ADI79236.1:1-767	ALP30902.1:1-757
ADI79236.1:1-767	ALP30912.1:1-757
ADI79236.1:1-767	ALP30922.1:1-757
ADI79236.1:1-767	ALP30932.1:1-757
ADI79236.1:1-767	ALP30942.1:1-757
ADI79236.1:1-767	ALP30952.1:1-757
ADI79236.1:1-767	ALP30962.1:1-757
ADI79236.1:1-767	ALP30972.1:1-757
ADI79236.1:1-767	ALP30982.1:1-758
ADI79236.1:1-767	ALP30992.1:1-758
ADI79236.1:1-767	ALP31002.1:1-758
ADI79236.1:1-767	ALP31012.1:1-757
ADI79236.1:1-767	ALP31022.1:1-757
ADI79236.1:1-767	ALP31032.1:1-757
ADI79236.1:1-767	ALP31042.1:1-757
ADI79236.1:1-767	ALP31052.1:1-757
ADI79236.1:1-767	ALP31062.1:1-757
ADI79236.1:1-767	ALP31072.1:1-758
ADI79236.1:1-767	ALP31293.1:1-738
ADI79236.1:1-767	ALP31305.1:1-757
ADI79236.1:1-767	ALP31317.1:1-757
ADI79236.1:1-767	ALP31329.1:1-757
ADI79236.1:1-767	ALP45361.1:1-757
ADI79236.1:1-767	ALP45373.1:1-757
ADI79236.1:1-767	ALP45385.1:1-757
ADI79236.1:1-767	ALP45397.1:1-757
ADI79236.1:1-767	ALP45410.1:1-757
ADI79236.1:1-767	ALP45421.1:1-757
ADI79236.1:1-767	ALP45433.1:1-757
ADI79236.1:1-767	ALP45445.1:1-757
ADI79236.1:1-767	ALP45457.1:1-757
ADI79236.1:1-767	ALP45469.1:1-757
ADI79236.1:1-767	ALP45481.1:1-757
ADI79236.1:1-767	ALP45502.1:1-757
ADI79236.1:1-767	ALP45505.1:1-757
ADI79236.1:1-767	ALP45517.1:1-757
ADI79236.1:1-767	ALP45529.1:1-757
