Seq	UID	Host	CTDT_charge.Tr1221	CTDT_secondarystruct.Tr1221	CTDT_solventaccess.Tr1331	CTDT_hydrophobicity_CASG920101.Tr1331	CTDT_hydrophobicity_ARGP820101.Tr2332	CTDT_polarizability.Tr1331	CTDT_hydrophobicity_ARGP820101.Tr1221	CTDT_hydrophobicity_ZIMJ680101.Tr1331
AMP44579_KRY949VXQ_Avian_2014.633333	KRY949VXQ	Avian	0.15921288	0.241502683	0.194991055	0.186046512	0.143112701	0.15921288	0.248658318	0.296958855
AMQ30517_UBU975ERC_Avian_2009.583333	UBU975ERC	Avian	0.153846154	0.252236136	0.198568873	0.184257603	0.139534884	0.155635063	0.248658318	0.298747764
AMQ31661_EFP386SYR_Avian_2015.005556	EFP386SYR	Avian	0.157423971	0.24686941	0.194991055	0.186046512	0.143112701	0.152057245	0.248658318	0.302325581
AMQ32406_GKB169GUB_Avian_2013.022222	GKB169GUB	Avian	0.157423971	0.250447227	0.196779964	0.184257603	0.141323792	0.152057245	0.250447227	0.295169946
ANE36941_OWK649MSM_Avian_2014.633333	OWK649MSM	Avian	0.164579606	0.252236136	0.202146691	0.153846154	0.152057245	0.161001789	0.26118068	0.262969589
ANG55843_GHV557KQV_Avian_2015.733333	GHV557KQV	Avian	0.162790698	0.252236136	0.189624329	0.162790698	0.161001789	0.157423971	0.241502683	0.270125224
ANJ78157_GWE516CXY_Avian_2014.294444	GWE516CXY	Avian	0.169946333	0.243291592	0.196779964	0.189624329	0.137745975	0.162790698	0.257602862	0.296958855
ANQ69355_QJM843TZJ_Suidae_2012.722222	QJM843TZJ	Suidae	0.161001789	0.252236136	0.194991055	0.153846154	0.161001789	0.164579606	0.252236136	0.268336315
AOC36917_QZE278JHA_Avian_2013	QZE278JHA	Avian	0.164579606	0.257602862	0.200357782	0.153846154	0.14490161	0.169946333	0.271914132	0.277280859
AOS87532_WAI533ZGL_Avian_2004.616667	WAI533ZGL	Avian	0.157423971	0.248658318	0.198568873	0.184257603	0.139534884	0.155635063	0.252236136	0.300536673
AOW32250_HTD709FAJ_Suidae_2008.752778	HTD709FAJ	Suidae	0.168157424	0.254025045	0.207513417	0.153846154	0.15921288	0.166368515	0.264758497	0.271914132
APD69161_VFX826POW_Avian_2015.697222	VFX826POW	Avian	0.157423971	0.24686941	0.198568873	0.182468694	0.141323792	0.155635063	0.250447227	0.298747764
APD69243_VTF537VHW_Avian_2015.258333	VTF537VHW	Avian	0.157423971	0.24686941	0.196779964	0.184257603	0.139534884	0.155635063	0.252236136	0.295169946
APD69287_TUF185AZO_Avian_2015.241667	TUF185AZO	Avian	0.157423971	0.24686941	0.198568873	0.180679785	0.141323792	0.155635063	0.254025045	0.295169946
APD69299_ALC441SRT_Avian_2015.241667	ALC441SRT	Avian	0.161001789	0.24686941	0.198568873	0.180679785	0.141323792	0.157423971	0.254025045	0.295169946
APD69311_UGD420RFG_Avian_2015.241667	UGD420RFG	Avian	0.157423971	0.243291592	0.196779964	0.180679785	0.141323792	0.157423971	0.254025045	0.295169946
APH09614_PSZ182JZW_Avian_2013.719444	PSZ182JZW	Avian	0.153846154	0.24686941	0.196779964	0.180679785	0.139534884	0.150268336	0.255813953	0.298747764
APQ31697_NBK339DAR_Avian_2015.822222	NBK339DAR	Avian	0.157423971	0.24686941	0.200357782	0.184257603	0.137745975	0.157423971	0.254025045	0.298747764
AQS25409_DJI625UST_Avian_2015.047222	DJI625UST	Avian	0.157423971	0.24686941	0.196779964	0.184257603	0.143112701	0.152057245	0.252236136	0.296958855
AQS25502_VSV794COL_Avian_2016.072222	VSV794COL	Avian	0.157423971	0.24686941	0.196779964	0.191413238	0.141323792	0.155635063	0.24686941	0.302325581
AQS25514_NKA074AJN_Avian_2016.080556	NKA074AJN	Avian	0.157423971	0.24686941	0.196779964	0.184257603	0.141323792	0.155635063	0.24686941	0.300536673
AQS25550_LVF502DBB_Avian_2015.088889	LVF502DBB	Avian	0.15921288	0.24686941	0.198568873	0.182468694	0.143112701	0.152057245	0.248658318	0.296958855
AQS25584_IXY544NBH_Avian_2016.077778	IXY544NBH	Avian	0.155635063	0.248658318	0.196779964	0.180679785	0.139534884	0.153846154	0.252236136	0.298747764
AQS25596_KGC667SVT_Avian_2015.144444	KGC667SVT	Avian	0.157423971	0.254025045	0.194991055	0.18783542	0.141323792	0.152057245	0.24686941	0.298747764
AQS25620_ITN842GVX_Avian_2015.908333	ITN842GVX	Avian	0.157423971	0.245080501	0.196779964	0.184257603	0.141323792	0.155635063	0.250447227	0.298747764
AQS25644_XAY663BHH_Avian_2016.063889	XAY663BHH	Avian	0.157423971	0.245080501	0.198568873	0.186046512	0.137745975	0.157423971	0.250447227	0.298747764
AQS25656_BOD222ZCN_Avian_2016.063889	BOD222ZCN	Avian	0.157423971	0.248658318	0.200357782	0.186046512	0.139534884	0.155635063	0.248658318	0.302325581
AQS25668_YIS832FGE_Avian_2016.066667	YIS832FGE	Avian	0.157423971	0.24686941	0.194991055	0.184257603	0.141323792	0.155635063	0.250447227	0.298747764
AQS25704_EPH266HDP_Avian_2016.069444	EPH266HDP	Avian	0.157423971	0.243291592	0.191413238	0.184257603	0.141323792	0.155635063	0.250447227	0.298747764
AQS25810_QCX480MOW_Avian_2015.916667	QCX480MOW	Avian	0.157423971	0.248658318	0.196779964	0.184257603	0.141323792	0.157423971	0.250447227	0.298747764
AQS25834_QZM898QIB_Avian_2016.002778	QZM898QIB	Avian	0.157423971	0.245080501	0.196779964	0.184257603	0.141323792	0.155635063	0.250447227	0.298747764
AQS25905_VRK621RGD_Avian_2016.072222	VRK621RGD	Avian	0.157423971	0.24686941	0.200357782	0.186046512	0.141323792	0.152057245	0.24686941	0.302325581
AQS25917_MXI747YOZ_Avian_2016.072222	MXI747YOZ	Avian	0.157423971	0.24686941	0.196779964	0.182468694	0.141323792	0.155635063	0.250447227	0.300536673
AQS25977_PSC703LKB_Avian_2014	PSC703LKB	Avian	0.157423971	0.24686941	0.196779964	0.184257603	0.141323792	0.152057245	0.250447227	0.298747764
AQS25989_GTB697DDH_Avian_2010.019444	GTB697DDH	Avian	0.15921288	0.248658318	0.194991055	0.184257603	0.143112701	0.152057245	0.248658318	0.302325581
AQS26037_UCO457ELZ_Avian_2015.372222	UCO457ELZ	Avian	0.157423971	0.24686941	0.194991055	0.184257603	0.143112701	0.153846154	0.248658318	0.302325581
AQS26129_OHL119VQM_Avian_2016.041667	OHL119VQM	Avian	0.157423971	0.241502683	0.194991055	0.182468694	0.141323792	0.155635063	0.250447227	0.298747764
AQS26317_VZY415RAQ_Avian_2015.938889	VZY415RAQ	Avian	0.157423971	0.243291592	0.194991055	0.182468694	0.141323792	0.155635063	0.24686941	0.298747764
AQS26329_GOY480GKS_Avian_2015.944444	GOY480GKS	Avian	0.157423971	0.245080501	0.194991055	0.180679785	0.139534884	0.157423971	0.248658318	0.296958855
AQS26353_CJJ445TDI_Avian_2016.069444	CJJ445TDI	Avian	0.157423971	0.24686941	0.193202147	0.191413238	0.143112701	0.15921288	0.248658318	0.305903399
AQS26365_PSU688SBV_Avian_2016.088889	PSU688SBV	Avian	0.157423971	0.24686941	0.196779964	0.189624329	0.141323792	0.15921288	0.250447227	0.302325581
AQS26449_RAO856BKG_Avian_2016.088889	RAO856BKG	Avian	0.157423971	0.24686941	0.193202147	0.186046512	0.14490161	0.155635063	0.250447227	0.300536673
AQY18384_AFF316LXD_Avian_2012.058333	AFF316LXD	Avian	0.157423971	0.248658318	0.194991055	0.184257603	0.141323792	0.153846154	0.250447227	0.300536673
AQZ41865_CNE531ROK_Avian_2016.038889	CNE531ROK	Avian	0.162790698	0.245080501	0.196779964	0.182468694	0.141323792	0.157423971	0.254025045	0.298747764
ARB51617_EWP889VPN_Avian_2017.180556	EWP889VPN	Avian	0.161001789	0.243291592	0.191413238	0.182468694	0.143112701	0.155635063	0.248658318	0.300536673
ARD27231_DDE649HVG_Avian_2008.933333	DDE649HVG	Avian	0.168157424	0.257602862	0.18783542	0.15921288	0.171735242	0.169946333	0.245080501	0.273703041
ARG43069_DDG415UZG_Avian_2009.933333	DDG415UZG	Avian	0.169946333	0.257602862	0.205724508	0.15921288	0.177101968	0.168157424	0.254025045	0.257602862
ARG44488_EAG116FZH_Avian_1997	EAG116FZH	Avian	0.17352415	0.248658318	0.220035778	0.155635063	0.15921288	0.166368515	0.26118068	0.273703041
ARU07113_WKN998DHK_Avian_2011.833333	WKN998DHK	Avian	0.164579606	0.264758497	0.205724508	0.155635063	0.146690519	0.161001789	0.277280859	0.27549195
ASJ81909_QOQ628GBT_Avian_2015.380556	QOQ628GBT	Avian	0.15921288	0.24686941	0.194991055	0.184257603	0.14490161	0.155635063	0.250447227	0.300536673
ASK09596_PJK068OWU_Avian_2017.216667	PJK068OWU	Avian	0.157423971	0.241502683	0.193202147	0.182468694	0.141323792	0.155635063	0.250447227	0.298747764
ASK09620_RFS773KUR_Avian_2017.211111	RFS773KUR	Avian	0.157423971	0.245080501	0.193202147	0.186046512	0.14490161	0.152057245	0.24686941	0.302325581
ASK09716_XFA734QLF_Avian_2017.180556	XFA734QLF	Avian	0.161001789	0.243291592	0.194991055	0.182468694	0.141323792	0.157423971	0.250447227	0.298747764
ASK09776_TJN822PNU_Avian_2017.205556	TJN822PNU	Avian	0.157423971	0.243291592	0.194991055	0.182468694	0.141323792	0.155635063	0.250447227	0.298747764
ASK09788_GSI339RIB_Avian_2017.202778	GSI339RIB	Avian	0.161001789	0.243291592	0.196779964	0.186046512	0.143112701	0.157423971	0.252236136	0.298747764
ASO96889_QJA773GUY_Avian_2014.122222	QJA773GUY	Avian	0.168157424	0.250447227	0.221824687	0.162790698	0.164579606	0.15921288	0.262969589	0.271914132
ASR92116_SQR172MOU_Avian_2017	SQR172MOU	Avian	0.166666667	0.250896057	0.197132616	0.157706093	0.150537634	0.161290323	0.26344086	0.275985663
ASW34319_NSO384PZL_Avian_2003.880556	NSO384PZL	Avian	0.164579606	0.250447227	0.216457961	0.157423971	0.153846154	0.152057245	0.245080501	0.27549195
ATY72614_ABN612WFB_Avian_2016.969444	ABN612WFB	Avian	0.157423971	0.24686941	0.196779964	0.184257603	0.141323792	0.155635063	0.250447227	0.298747764
ATY72640_IKZ406DFG_Avian_2016.969444	IKZ406DFG	Avian	0.157423971	0.243291592	0.194991055	0.184257603	0.141323792	0.152057245	0.24686941	0.298747764
ATY72679_PLF525CLI_Avian_2016.969444	PLF525CLI	Avian	0.161001789	0.243291592	0.194991055	0.184257603	0.143112701	0.155635063	0.252236136	0.298747764
ATY72696_BCI817TAF_Avian_2016.969444	BCI817TAF	Avian	0.157423971	0.239713775	0.198568873	0.184257603	0.139534884	0.155635063	0.252236136	0.296958855
ATY72933_AJV677KBS_Avian_2017.169444	AJV677KBS	Avian	0.157423971	0.243291592	0.196779964	0.184257603	0.141323792	0.157423971	0.250447227	0.298747764
ATY72943_IIY693JKR_Avian_2017.186111	IIY693JKR	Avian	0.161001789	0.24686941	0.200357782	0.184257603	0.141323792	0.153846154	0.254025045	0.293381038
ATY73154_QKX177VCZ_Avian_2016.922222	QKX177VCZ	Avian	0.162790698	0.255813953	0.191413238	0.191413238	0.143112701	0.157423971	0.248658318	0.293381038
ATY73182_CDE914YEK_Avian_2016.958333	CDE914YEK	Avian	0.157423971	0.248658318	0.200357782	0.184257603	0.143112701	0.152057245	0.248658318	0.295169946
ATY73281_HQE935HKL_Avian_2017.063889	HQE935HKL	Avian	0.164579606	0.245080501	0.194991055	0.184257603	0.143112701	0.157423971	0.248658318	0.295169946
ATY73433_UER944ZIP_Avian_2016.588889	UER944ZIP	Avian	0.162790698	0.245080501	0.194991055	0.189624329	0.143112701	0.15921288	0.248658318	0.298747764
AUO30210_UQC813MRC_Avian_2015.283333	UQC813MRC	Avian	0.166368515	0.255813953	0.211091234	0.164579606	0.146690519	0.15921288	0.262969589	0.277280859
AUO30234_SFC860OBH_Avian_2014.975	SFC860OBH	Avian	0.153846154	0.243291592	0.189624329	0.155635063	0.155635063	0.15921288	0.254025045	0.268336315
BAN15806_JSX212AUP_Avian_2009.833333	JSX212AUP	Avian	0.161001789	0.26118068	0.203935599	0.157423971	0.14490161	0.162790698	0.27549195	0.277280859
BAQ36024_GQO611LHI_Avian_2013.275	GQO611LHI	Avian	0.166368515	0.257602862	0.207513417	0.168157424	0.14490161	0.171735242	0.268336315	0.280858676
BBG92127_UET699FUX_Avian_1993	UET699FUX	Avian	0.15921288	0.245080501	0.194991055	0.184257603	0.141323792	0.155635063	0.24686941	0.298747764
BBG92138_ITJ564JLW_Avian_1979	ITJ564JLW	Avian	0.157423971	0.243291592	0.189624329	0.182468694	0.14490161	0.152057245	0.24686941	0.296958855
CAY39406_SQR019YJF_Avian_2008.069444	SQR019YJF	Avian	0.155635063	0.236135957	0.209302326	0.180679785	0.150268336	0.164579606	0.280858676	0.277280859
ACS89000_TEM724YPP_Avian_1949	TEM724YPP	Avian	0.157142857	0.225	0.214285714	0.167857143	0.151785714	0.151785714	0.25	0.278571429
ACZ48599_TUV198WYH_Avian_1994	TUV198WYH	Avian	0.153571429	0.235714286	0.198214286	0.180357143	0.144642857	0.160714286	0.282142857	0.276785714
ADD64185_DFU657JLR_Avian_2007.777778	DFU657JLR	Avian	0.166071429	0.253571429	0.185714286	0.192857143	0.157142857	0.133928571	0.2375	0.298214286
ADD64189_IZG839LLG_Avian_2007.966667	IZG839LLG	Avian	0.166071429	0.25	0.1875	0.192857143	0.153571429	0.133928571	0.244642857	0.285714286
ADD64195_WEQ866FRH_Avian_2005	WEQ866FRH	Avian	0.166071429	0.258928571	0.183928571	0.192857143	0.157142857	0.128571429	0.2375	0.294642857
ADD64200_CKR857VIS_Avian_2006.833333	CKR857VIS	Avian	0.166071429	0.255357143	0.185714286	0.189285714	0.157142857	0.132142857	0.2375	0.296428571
AEA04323_LVF820MFD_Avian_1972.444444	LVF820MFD	Avian	0.158928571	0.225	0.225	0.1875	0.15	0.15	0.244642857	0.289285714
AFR42734_CEX722OUX_Suidae_2008.330556	CEX722OUX	Suidae	0.153571429	0.230357143	0.226785714	0.1875	0.160714286	0.148214286	0.244642857	0.291071429
AGG23569_GDP588UGW_Avian_2009.577778	GDP588UGW	Avian	0.144963145	0.228501229	0.226044226	0.171990172	0.174447174	0.14004914	0.245700246	0.28009828
AGG27358_XGZ818CHF_Avian_1996.369444	XGZ818CHF	Avian	0.160714286	0.226785714	0.219642857	0.180357143	0.176785714	0.153571429	0.25	0.2875
AGG27497_TGM968YLJ_Avian_1998.594444	TGM968YLJ	Avian	0.1625	0.219642857	0.217857143	0.176785714	0.169642857	0.153571429	0.253571429	0.283928571
AGG27718_RDK244TWA_Avian_2001.380556	RDK244TWA	Avian	0.160714286	0.219642857	0.217857143	0.176785714	0.176785714	0.148214286	0.25	0.285714286
AGL52482_QEM705GVX_Avian_2009	QEM705GVX	Avian	0.149253731	0.228144989	0.232409382	0.168443497	0.174840085	0.153518124	0.240938166	0.287846482
AGL57850_CUB024AWK_Avian_2002.394444	CUB024AWK	Avian	0.157142857	0.242857143	0.191071429	0.191071429	0.144642857	0.146428571	0.242857143	0.307142857
AGX84934_QRK481DPV_Phyllostomidae_2010	QRK481DPV	Phyllostomidae	0.130357143	0.2375	0.182142857	0.185714286	0.157142857	0.123214286	0.219642857	0.264285714
AHB23703_YUC585HZM_Suidae_2006.380556	YUC585HZM	Suidae	0.1625	0.239285714	0.217857143	0.158928571	0.1625	0.15	0.253571429	0.280357143
AJJ93580_ZYG093PDW_Avian_2013.816667	ZYG093PDW	Avian	0.166071429	0.260714286	0.205357143	0.158928571	0.146428571	0.160714286	0.269642857	0.273214286
AQS25318_MRL598WLT_Avian_2015.833333	MRL598WLT	Avian	0.157142857	0.228571429	0.219642857	0.176785714	0.1625	0.146428571	0.264285714	0.283928571
AQY18206_XJS493MUW_Avian_2015.952778	XJS493MUW	Avian	0.155357143	0.232142857	0.221428571	0.178571429	0.160714286	0.144642857	0.251785714	0.282142857
ASU55327_NUM532GLO_Avian_2008.952778	NUM532GLO	Avian	0.153571429	0.223214286	0.233928571	0.178571429	0.1625	0.146428571	0.246428571	0.289285714
ASV60390_XDR750DNR_Avian_2015.611111	XDR750DNR	Avian	0.158928571	0.225	0.226785714	0.175	0.166071429	0.151785714	0.260714286	0.276785714
BAM22627_VRX185DYK_Avian_2012.138889	VRX185DYK	Avian	0.160714286	0.217857143	0.225	0.185714286	0.151785714	0.148214286	0.25	0.283928571
BAN63397_BCS223VBA_Avian_2013.275	BCS223VBA	Avian	0.169642857	0.251785714	0.196428571	0.153571429	0.148214286	0.164285714	0.253571429	0.280357143
ABV01134_JFH710WUO_Avian_1992.580556	JFH710WUO	Avian	0.160427807	0.242424242	0.197860963	0.180035651	0.142602496	0.14973262	0.26916221	0.26916221
ABY40437_IND354JPE_Suidae_2006	IND354JPE	Suidae	0.155080214	0.258467023	0.221033868	0.172905526	0.144385027	0.147950089	0.242424242	0.290552585
ACD88670_TNT580HOT_Avian_2004.002778	TNT580HOT	Avian	0.162210339	0.249554367	0.213903743	0.151515152	0.151515152	0.13368984	0.228163993	0.28342246
ACZ48594_NAC388BGA_Avian_2004	NAC388BGA	Avian	0.14973262	0.23885918	0.201426025	0.183600713	0.142602496	0.153297683	0.265597148	0.292335116
AEX92930_XVB037VGO_Hominidae_1934	XVB037VGO	Hominidae	0.147950089	0.204991087	0.192513369	0.156862745	0.156862745	0.128342246	0.245989305	0.294117647
AFJ12473_VTK850LQY_Avian_1994.391667	VTK850LQY	Avian	0.156862745	0.260249554	0.212121212	0.172905526	0.153297683	0.139037433	0.233511586	0.285204991
AFJ12499_FKY524HJN_Avian_1997.369444	FKY524HJN	Avian	0.151515152	0.260249554	0.217468806	0.172905526	0.144385027	0.139037433	0.228163993	0.299465241
AFM83101_SQG598RCC_Avian_2005	SQG598RCC	Avian	0.155080214	0.25311943	0.215686275	0.156862745	0.146167558	0.139037433	0.237076649	0.28342246
AFV53336_WNY358HGH_Hominidae_1967	WNY358HGH	Hominidae	0.167557932	0.251336898	0.217468806	0.151515152	0.153297683	0.151515152	0.229946524	0.285204991
AHZ13565_IDO603BLP_Avian_2004.002778	IDO603BLP	Avian	0.153172867	0.245076586	0.205689278	0.166301969	0.157549234	0.140043764	0.2297593	0.284463895
AIP93115_XCW717GSD_Hominidae_1957.694444	XCW717GSD	Hominidae	0.158645276	0.258467023	0.221033868	0.151515152	0.140819964	0.153297683	0.235294118	0.279857398
AIS23603_TBT720HNV_Avian_2010.041667	TBT720HNV	Avian	0.164259928	0.240072202	0.225631769	0.198555957	0.162454874	0.158844765	0.227436823	0.292418773
AIY59297_LHE696CEU_Hominidae_1963	LHE696CEU	Hominidae	0.167557932	0.249554367	0.215686275	0.155080214	0.147950089	0.153297683	0.228163993	0.28342246
AKM14150_YNS643DLY_Avian_2009.897222	YNS643DLY	Avian	0.171428571	0.235714286	0.223214286	0.203571429	0.173214286	0.164285714	0.244642857	0.2875
AAG10650_YWJ713LHP_Avian_1995	YWJ713LHP	Avian	0.15480427	0.236654804	0.202846975	0.183274021	0.147686833	0.158362989	0.270462633	0.286476868
ABS89354_EDH085IED_Avian_1985	EDH085IED	Avian	0.158362989	0.252669039	0.204626335	0.176156584	0.142348754	0.149466192	0.272241993	0.265124555
ACF25679_UCX931YXT_Avian_1987	UCX931YXT	Avian	0.151245552	0.243772242	0.18683274	0.149466192	0.170818505	0.137010676	0.254448399	0.284697509
ACK43314_GVG688KAC_Avian_2004.586111	GVG688KAC	Avian	0.149466192	0.231316726	0.18683274	0.147686833	0.179715302	0.137010676	0.241992883	0.279359431
ACZ48570_JNI000NTR_Avian_1994	JNI000NTR	Avian	0.145907473	0.231316726	0.197508897	0.163701068	0.161921708	0.144128114	0.247330961	0.277580071
ACZ62765_LIQ523WUH_Suidae_2002.113889	LIQ523WUH	Suidae	0.15480427	0.225978648	0.215302491	0.160142349	0.137010676	0.145907473	0.241992883	0.284697509
ADP30885_PJV966ZAV_Avian_2009.833333	PJV966ZAV	Avian	0.167259786	0.229537367	0.208185053	0.209964413	0.158362989	0.145907473	0.241992883	0.291814947
ADR23779_BDS891IDY_Avian_1934	BDS891IDY	Avian	0.158362989	0.241992883	0.195729537	0.181494662	0.144128114	0.161921708	0.274021352	0.268683274
AEK65260_YJU506UJW_Avian_2006.002778	YJU506UJW	Avian	0.167259786	0.225978648	0.202846975	0.193950178	0.177935943	0.15480427	0.231316726	0.291814947
AFQ60308_QQJ609KEV_Avian_2009.75	QQJ609KEV	Avian	0.170818505	0.252669039	0.181494662	0.185053381	0.15658363	0.138790036	0.236654804	0.297153025
AFU08840_TLK944SYL_Suidae_2011.997222	TLK944SYL	Suidae	0.158362989	0.241992883	0.215302491	0.163701068	0.163701068	0.133451957	0.243772242	0.293594306
AFY05952_RWT187LVF_Avian_2007.675	RWT187LVF	Avian	0.167259786	0.236654804	0.217081851	0.195729537	0.179715302	0.15480427	0.231316726	0.28113879
AGB51388_HAM875XPF_Avian_1927	HAM875XPF	Avian	0.158362989	0.245551601	0.197508897	0.170818505	0.151245552	0.161921708	0.277580071	0.254448399
AGO87183_YTZ995RZD_Avian_2011.861111	YTZ995RZD	Avian	0.149466192	0.234875445	0.192170819	0.15480427	0.15658363	0.135231317	0.240213523	0.288256228
AJW32133_VQV419JEN_Avian_2006.683333	VQV419JEN	Avian	0.15658363	0.238434164	0.206405694	0.179715302	0.167259786	0.135231317	0.215302491	0.293594306
AKJ80369_JMD091LZP_Suidae_2010.369444	JMD091LZP	Suidae	0.153024911	0.222419929	0.199288256	0.165480427	0.137010676	0.147686833	0.256227758	0.295373665
AQZ41853_LSY039AUC_Avian_2016.036111	LSY039AUC	Avian	0.161921708	0.243772242	0.195729537	0.181494662	0.140569395	0.15658363	0.252669039	0.297153025
AAD13573_JRD272GYB_Avian_1984	JRD272GYB	Avian	0.143872114	0.238010657	0.190053286	0.150976909	0.170515098	0.136767318	0.246891652	0.282415631
AAD13574_JZG465PLF_Avian_1986	JZG465PLF	Avian	0.140319716	0.23268206	0.190053286	0.154529307	0.1669627	0.13321492	0.243339254	0.289520426
ABB20262_WEZ119HNN_Avian_1978	WEZ119HNN	Avian	0.145648313	0.239786856	0.190053286	0.152753108	0.174067496	0.138543517	0.243339254	0.289520426
ABB87042_AIF797VPP_Avian_1976.613889	AIF797VPP	Avian	0.14920071	0.236234458	0.190053286	0.163410302	0.1669627	0.140319716	0.246891652	0.289520426
ABB87281_QPN738VVB_Avian_1989.311111	QPN738VVB	Avian	0.149466192	0.243772242	0.1886121	0.153024911	0.172597865	0.137010676	0.252669039	0.28113879
ABB87292_ALZ021IZL_Avian_2004.377778	ALZ021IZL	Avian	0.145648313	0.23268206	0.191829485	0.158081705	0.172291297	0.138543517	0.245115453	0.289520426
ABB87711_KWS399VRN_Avian_2004.377778	KWS399VRN	Avian	0.145648313	0.234458259	0.193605684	0.159857904	0.174067496	0.143872114	0.246891652	0.289520426
ABB88278_UJY552CZZ_Avian_1978	UJY552CZZ	Avian	0.14920071	0.243339254	0.190053286	0.150976909	0.170515098	0.140319716	0.246891652	0.284191829
ABB88379_CKT721SPX_Avian_1994	CKT721SPX	Avian	0.14920071	0.230905861	0.195381883	0.1669627	0.170515098	0.136767318	0.25044405	0.293072824
ABG88245_FQD543FXX_Avian_1988.788889	FQD543FXX	Avian	0.14920071	0.241563055	0.186500888	0.154529307	0.170515098	0.134991119	0.246891652	0.287744227
ABI84483_CPT499MWS_Avian_1980.816667	CPT499MWS	Avian	0.165186501	0.255772647	0.177619893	0.195381883	0.159857904	0.124333925	0.225577265	0.296625222
ABI84495_CRR511KKU_Avian_1984.105556	CRR511KKU	Avian	0.143872114	0.238010657	0.190053286	0.1669627	0.165186501	0.142095915	0.241563055	0.289520426
ABI84598_MHP499CVF_Avian_1997.2	MHP499CVF	Avian	0.158362989	0.227758007	0.193950178	0.161921708	0.169039146	0.137010676	0.241992883	0.288256228
ABI84603_YCZ761RKA_Avian_1981.775	YCZ761RKA	Avian	0.145648313	0.234458259	0.188277087	0.156305506	0.168738899	0.140319716	0.248667851	0.285968028
ABI84816_MIJ889LQP_Avian_1988	MIJ889LQP	Avian	0.147424512	0.234458259	0.193605684	0.161634103	0.1669627	0.140319716	0.243339254	0.291296625
ABJ53148_UOY502JRA_Avian_2004.002778	UOY502JRA	Avian	0.145648313	0.241563055	0.193605684	0.150976909	0.161634103	0.143872114	0.241563055	0.289520426
ABQ43787_BSG963TEB_Avian_2005.833333	BSG963TEB	Avian	0.143872114	0.229129663	0.197158082	0.154529307	0.165186501	0.143872114	0.252220249	0.289520426
ABQ81817_ISL799OVS_Avian_2006	ISL799OVS	Avian	0.147424512	0.241563055	0.190053286	0.158081705	0.170515098	0.140319716	0.243339254	0.291296625
ABR37341_NLW578XFB_Avian_2005	NLW578XFB	Avian	0.143872114	0.238010657	0.191829485	0.150976909	0.174067496	0.136767318	0.239786856	0.285968028
ABR37352_MBN015URC_Avian_2005	MBN015URC	Avian	0.144128114	0.238434164	0.195729537	0.153024911	0.174377224	0.140569395	0.236654804	0.293594306
ABR37720_PUF439QFT_Avian_1998	PUF439QFT	Avian	0.142095915	0.236234458	0.193605684	0.156305506	0.174067496	0.127886323	0.239786856	0.291296625
ABS89310_WAK842HBO_Avian_2004	WAK842HBO	Avian	0.150976909	0.234458259	0.191829485	0.150976909	0.177619893	0.145648313	0.243339254	0.287744227
ABV01222_ARY306AYT_Avian_1999.952778	ARY306AYT	Avian	0.156305506	0.234458259	0.204262877	0.174067496	0.143872114	0.163410302	0.280639432	0.268206039
ABW97492_YAW320JQK_Avian_1992.002778	YAW320JQK	Avian	0.147424512	0.239786856	0.190053286	0.158081705	0.170515098	0.13321492	0.246891652	0.289520426
ACE73372_TFL147WOY_Avian_2006.65	TFL147WOY	Avian	0.145648313	0.236234458	0.188277087	0.156305506	0.168738899	0.140319716	0.241563055	0.293072824
ACF25521_UXW357ZYZ_Avian_1986	UXW357ZYZ	Avian	0.1669627	0.225577265	0.195381883	0.165186501	0.170515098	0.126110124	0.236234458	0.284191829
ACF25627_VJA785ULP_Avian_1994	VJA785ULP	Avian	0.140319716	0.236234458	0.191829485	0.150976909	0.172291297	0.131438721	0.241563055	0.291296625
ACF36754_ZDS756TUR_Avian_1983	ZDS756TUR	Avian	0.145648313	0.234458259	0.193605684	0.150976909	0.170515098	0.138543517	0.253996448	0.282415631
ACF47563_BTL094PLV_Avian_2007.858333	BTL094PLV	Avian	0.145648313	0.23268206	0.188277087	0.156305506	0.168738899	0.140319716	0.252220249	0.287744227
ACF74243_LER491XCI_Avian_2007.919444	LER491XCI	Avian	0.147424512	0.236234458	0.190053286	0.150976909	0.163410302	0.143872114	0.246891652	0.294849023
ACI16697_JWO441VUN_Avian_2006.861111	JWO441VUN	Avian	0.143872114	0.234458259	0.191829485	0.154529307	0.172291297	0.138543517	0.238010657	0.289520426
ACI40912_XQF898ANR_Avian_2004.602778	XQF898ANR	Avian	0.165186501	0.261101243	0.184724689	0.195381883	0.158081705	0.127886323	0.234458259	0.307282416
ACI41038_FEB429MQH_Avian_1986	FEB429MQH	Avian	0.163410302	0.225577265	0.197158082	0.165186501	0.170515098	0.126110124	0.236234458	0.284191829
ACJ10016_XWI516KZS_Avian_2006.372222	XWI516KZS	Avian	0.145907473	0.233096085	0.190391459	0.15480427	0.170818505	0.144128114	0.247330961	0.286476868
ACJ53830_KAU636EAC_Avian_2006	KAU636EAC	Avian	0.142095915	0.243339254	0.18294849	0.154529307	0.1669627	0.140319716	0.239786856	0.293072824
ACJ53878_VLF270GYM_Suidae_2008.083333	VLF270GYM	Suidae	0.143872114	0.245115453	0.193605684	0.161634103	0.168738899	0.140319716	0.238010657	0.298401421
