ATY73852.1:1-758	ATY73852.1:1-758
ACI40921.1:1-765	ANG09260.1:1-759
ACI40921.1:1-765	ANG09311.1:1-759
ACI40921.1:1-765	ANG09323.1:1-759
ACI40921.1:1-765	ANG09336.1:1-759
ACI40921.1:1-765	ANG09350.1:1-759
ACI40921.1:1-765	ANG09358.1:1-759
ACI40921.1:1-765	ANG09371.1:1-759
ACI40921.1:1-765	ANG09383.1:1-759
ACI40921.1:1-765	ANG09388.1:1-759
ACI40921.1:1-765	ANG55837.1:1-759
ACI40921.1:1-765	ANG55842.1:1-759
ACI40921.1:1-765	ANG55845.1:1-759
ACI40921.1:1-765	ANG55860.1:1-759
ACI40921.1:1-765	ANG55880.1:1-759
ACI40921.1:1-765	ANG55939.1:1-759
ACI40921.1:1-765	ANH21247.1:1-759
ACI40921.1:1-765	ANH21264.1:1-759
ACI40921.1:1-765	ANH21267.1:1-759
ACI40921.1:1-765	ANH21272.1:1-759
ACI40921.1:1-765	ANH21278.1:1-759
ACI40921.1:1-765	ANH21289.1:1-759
ACI40921.1:1-765	ANH21298.1:1-759
ACI40921.1:1-765	ANH21304.1:1-759
ACI40921.1:1-765	ANH21308.1:1-759
ACI40921.1:1-765	ANH21313.1:1-759
ACI40921.1:1-765	ANH21318.1:1-759
ACI40921.1:1-765	ANH21333.1:1-759
ACI40921.1:1-765	ANH21344.1:1-759
ACI40921.1:1-765	ANH21357.1:1-759
ACI40921.1:1-765	ANH21359.1:1-759
ACI40921.1:1-765	ANH21379.1:1-759
ACI40921.1:1-765	ANH21395.1:1-759
ACI40921.1:1-765	ANH21402.1:1-759
ACI40921.1:1-765	ANH21407.1:1-759
ACI40921.1:1-765	ANH21410.1:1-759
ACI40921.1:1-765	ANH21411.1:1-759
ACI40921.1:1-765	ANH21412.1:1-759
ACI40921.1:1-765	ANH21413.1:1-759
ACI40921.1:1-765	ANH21438.1:1-759
ACI40921.1:1-765	ANH21441.1:1-759
ACI40921.1:1-765	ANH21455.1:1-759
ACI40921.1:1-765	ANH21480.1:1-759
ACI40921.1:1-765	ANH21493.1:1-759
ACI40921.1:1-765	ANH21494.1:1-759
ACI40921.1:1-765	ANH21505.1:1-759
ACI40921.1:1-765	ANH21510.1:1-759
ACI40921.1:1-765	ANH21523.1:1-759
ACI40921.1:1-765	ANH21534.1:1-759
ACI40921.1:1-765	ANH21558.1:1-759
ACI40921.1:1-765	ANH21580.1:1-759
ACI40921.1:1-765	ANH21581.1:1-759
ACI40921.1:1-765	ANH21596.1:1-759
ACI40921.1:1-765	ANH21601.1:1-759
ACI40921.1:1-765	ANH21614.1:1-759
ACI40921.1:1-765	ANH21628.1:1-759
ACI40921.1:1-765	ANH21629.1:1-759
ACI40921.1:1-765	ANH21632.1:1-759
ACI40921.1:1-765	ANH21633.1:1-759
ACI40921.1:1-765	ANH21656.1:1-759
ACI40921.1:1-765	ANH21663.1:1-759
ACI40921.1:1-765	ANH21789.1:1-759
ACI40921.1:1-765	ANH21790.1:1-759
ACI40921.1:1-765	ANH21855.1:1-759
ACI40921.1:1-765	ANH21858.1:1-759
ACI40921.1:1-765	ANH21888.1:1-759
ACI40921.1:1-765	ANH21899.1:1-759
ACI40921.1:1-765	ANH56326.1:1-759
ACI40921.1:1-765	ANH56336.1:1-759
ACI40921.1:1-765	ANH56368.1:1-759
ACI40921.1:1-765	ANH71132.1:1-759
ACI40921.1:1-765	ANH71143.1:1-759
ACI40921.1:1-765	ANH71154.1:1-759
ACI40921.1:1-765	ANH71165.1:1-759
ACI40921.1:1-765	ANH71176.1:1-759
ACI40921.1:1-765	ANK57883.1:1-732
ACI40921.1:1-765	ANM71614.1:1-759
ACI40921.1:1-765	ANM71624.1:1-759
ACI40921.1:1-765	ANM71634.1:1-759
ACI40921.1:1-765	ANM71922.1:1-759
ACI40921.1:1-765	ANM71923.1:1-759
ACI40921.1:1-765	ANM71952.1:1-759
ACI40921.1:1-765	ANM71961.1:1-759
ACI40921.1:1-765	ANM71971.1:1-759
ACI40921.1:1-765	ANM71981.1:1-759
ACI40921.1:1-765	ANM71991.1:1-759
ACI40921.1:1-765	ANM72004.1:1-759
ACI40921.1:1-765	ANM72009.1:1-759
ACI40921.1:1-765	ANM72021.1:1-759
ACI40921.1:1-765	ANM72026.1:1-759
ACI40921.1:1-765	ANM72036.1:1-759
ACI40921.1:1-765	ANM72045.1:1-759
ACI40921.1:1-765	ANM72186.1:1-759
ACI40921.1:1-765	ANM72196.1:1-759
ACI40921.1:1-765	ANM72208.1:1-759
ACI40921.1:1-765	ANM72224.1:1-759
ACI40921.1:1-765	ANM72240.1:1-759
ACI40921.1:1-765	ANM72251.1:1-759
ACI40921.1:1-765	ANM72262.1:1-759
ACI40921.1:1-765	ANM72268.1:1-759
ACI40921.1:1-765	ANM72278.1:1-759
ACI40921.1:1-765	ANM72295.1:1-759
ACI40921.1:1-765	ANM72306.1:1-759
ACI40921.1:1-765	ANM72317.1:1-759
ACI40921.1:1-765	ANM72318.1:1-759
ACI40921.1:1-765	ANM72335.1:1-759
ACI40921.1:1-765	ANM72347.1:1-759
ACI40921.1:1-765	ANM72358.1:1-759
ACI40921.1:1-765	ANM72370.1:1-759
ACI40921.1:1-765	ANM72380.1:1-759
ACI40921.1:1-765	ANM72394.1:1-759
ACI40921.1:1-765	ANM72401.1:1-759
ACI40921.1:1-765	ANM72411.1:1-759
ACI40921.1:1-765	ANM72438.1:1-759
ACI40921.1:1-765	ANM72443.1:1-759
ACI40921.1:1-765	ANM72455.1:1-759
ACI40921.1:1-765	ANM72470.1:1-759
ACI40921.1:1-765	ANM72475.1:1-759
ACI40921.1:1-765	ANM72492.1:1-759
ACI40921.1:1-765	ANM72506.1:1-759
ACI40921.1:1-765	ANM72508.1:1-759
ACI40921.1:1-765	ANM72535.1:1-759
ACI40921.1:1-765	ANM72543.1:1-759
ACI40921.1:1-765	ANM72555.1:1-759
ACI40921.1:1-765	ANM72567.1:1-759
ACI40921.1:1-765	ANN44827.1:1-759
ACI40921.1:1-765	ANN44845.1:1-759
ACI40921.1:1-765	ANN44847.1:1-759
ACI40921.1:1-765	ANO46286.1:1-759
ACI40921.1:1-765	ANO46314.1:1-759
ACI40921.1:1-765	ANT47337.1:1-759
ACI40921.1:1-765	ANT47349.1:1-759
ACI40921.1:1-765	ANT47361.1:1-759
ACI40921.1:1-765	ANU24913.2:1-759
ACI40921.1:1-765	ANU24943.1:1-759
ACI40921.1:1-765	ANU24958.1:1-759
ACI40921.1:1-765	ANU24973.1:1-759
ACI40921.1:1-765	ANU25000.1:1-759
ACI40921.1:1-765	ANU25004.1:1-759
ACI40921.1:1-765	ANU25027.1:1-759
ACI40921.1:1-765	ANU25030.1:1-759
ACI40921.1:1-765	ANU25033.1:1-759
ACI40921.1:1-765	ANU25058.1:1-759
ACI40921.1:1-765	ANU25092.1:1-759
ACI40921.1:1-765	ANU25094.1:1-759
ACI40921.1:1-765	ANU25099.1:1-759
ACI40921.1:1-765	ANU25102.1:1-759
ACI40921.1:1-765	ANU25103.1:1-759
ACI40921.1:1-765	ANU25112.1:1-759
ACI40921.1:1-765	ANU25138.1:1-759
ACI40921.1:1-765	ANU25150.1:1-759
ACI40921.1:1-765	ANU25157.1:1-759
ACI40921.1:1-765	ANU25180.1:1-759
ACI40921.1:1-765	ANU25189.1:1-759
ACI40921.1:1-765	ANU25193.1:1-759
ACI40921.1:1-765	ANU25196.1:1-759
ACI40921.1:1-765	ANU25219.1:1-759
ACI40921.1:1-765	ANU25221.1:1-759
ACI40921.1:1-765	ANU25225.1:1-759
ACI40921.1:1-765	ANU25226.1:1-759
ACI40921.1:1-765	ANU25231.1:1-759
ACI40921.1:1-765	ANU25249.1:1-759
ACI40921.1:1-765	ANU25252.1:1-759
ACI40921.1:1-765	ANU25262.1:1-759
ACI40921.1:1-765	ANU25271.1:1-759
ACI40921.1:1-765	ANU25279.1:1-759
ACI40921.1:1-765	ANU25285.1:1-759
ACI40921.1:1-765	ANU25304.1:1-759
ACI40921.1:1-765	ANU25308.1:1-759
ACI40921.1:1-765	ANU25326.1:1-759
ACI40921.1:1-765	ANU25328.1:1-759
ACI40921.1:1-765	ANU25336.1:1-759
ACI40921.1:1-765	ANU25351.1:1-759
ACI40921.1:1-765	ANU25363.1:1-759
ACI40921.1:1-765	ANU25371.1:1-759
ACI40921.1:1-765	ANU25383.1:1-759
ACI40921.1:1-765	ANW83227.2:1-759
ACI40921.1:1-765	ANW84035.1:1-759
ACI40921.1:1-765	ANZ03724.1:1-759
ACI40921.1:1-765	ANZ03737.1:1-759
ACI40921.1:1-765	ANZ03746.1:1-759
ACI40921.1:1-765	ANZ03761.1:1-759
ACI40921.1:1-765	AOC36988.1:1-759
ACI40921.1:1-765	AOC36989.1:1-759
ACI40921.1:1-765	AOC36990.1:1-759
ACI40921.1:1-765	AOC36991.1:1-759
ACI40921.1:1-765	AOC36992.1:1-759
ACI40921.1:1-765	AOC36993.1:1-759
ACI40921.1:1-765	AOC36994.1:1-759
ACI40921.1:1-765	AOC36995.1:1-759
ACI40921.1:1-765	AOC36996.1:1-759
ACI40921.1:1-765	AOC36997.1:1-759
ACI40921.1:1-765	AOC36998.1:1-759
ACI40921.1:1-765	AOC36999.1:1-759
ACI40921.1:1-765	AOC37000.1:1-759
ACI40921.1:1-765	AOC37001.1:1-759
ACI40921.1:1-765	AOC37002.1:1-759
ACI40921.1:1-765	AOC37003.1:1-759
ACI40921.1:1-765	AOC37004.1:1-759
ACI40921.1:1-765	AOC37005.1:1-759
ACI40921.1:1-765	AOC37006.1:1-759
ACI40921.1:1-765	AOC37007.1:1-759
ACI40921.1:1-765	AOC37008.1:1-759
ACI40921.1:1-765	AOC37009.1:1-759
ACI40921.1:1-765	AOC37010.1:1-759
ACI40921.1:1-765	AOC37011.1:1-759
ACI40921.1:1-765	AOC37012.1:1-759
ACI40921.1:1-765	AOC37013.1:1-759
ACI40921.1:1-765	AOC37014.1:1-759
ACI40921.1:1-765	AOC37015.1:1-759
ACI40921.1:1-765	AOC37016.1:1-759
ACI40921.1:1-765	AOC37017.1:1-759
ACI40921.1:1-765	AOC37018.1:1-759
ACI40921.1:1-765	AOC37019.1:1-759
ACI40921.1:1-765	AOC37020.1:1-759
ACI40921.1:1-765	AOC37021.1:1-759
ACI40921.1:1-765	AOC37022.1:1-759
ACI40921.1:1-765	AOC37023.1:1-759
ACI40921.1:1-765	AOC37024.1:1-759
ACI40921.1:1-765	AOC37025.1:1-759
ACI40921.1:1-765	AOC37026.1:1-759
ACI40921.1:1-765	AOC37027.1:1-759
ACI40921.1:1-765	AOC37028.1:1-759
ACI40921.1:1-765	AOC37029.1:1-759
ACI40921.1:1-765	AOC37329.1:1-759
ACI40921.1:1-765	AOC37335.1:1-759
ACI40921.1:1-765	AOC37349.1:1-759
ACI40921.1:1-765	AOC37370.1:1-759
ACI40921.1:1-765	AOC37374.1:1-759
ACI40921.1:1-765	AOC37382.1:1-759
ACI40921.1:1-765	AOC37392.1:1-759
ACI40921.1:1-765	AOC37394.1:1-759
ACI40921.1:1-765	AOC37402.1:1-759
ACI40921.1:1-765	AOC37415.1:1-759
ACI40921.1:1-765	AOC37443.1:1-759
ACI40921.1:1-765	AOC37457.1:1-759
ACI40921.1:1-765	AOC37638.1:1-759
ACI40921.1:1-765	AOC37800.1:1-759
ACI40921.1:1-765	AOC37801.1:1-759
ACI40921.1:1-765	AOC37802.1:1-759
ACI40921.1:1-765	AOC37803.1:1-759
ACI40921.1:1-765	AOE23183.1:1-759
ACI40921.1:1-765	AOK93174.1:1-759
ACI40921.1:1-765	AOK93189.1:1-759
ACI40921.1:1-765	AOK93201.1:1-759
ACI40921.1:1-765	AOK93213.1:1-759
ACI40921.1:1-765	AOK93225.1:1-759
ACI40921.1:1-765	AOK93237.1:1-759
ACI40921.1:1-765	AOK93249.1:1-759
ACI40921.1:1-765	AOK93261.1:1-759
ACI40921.1:1-765	AOK93273.1:1-759
ACI40921.1:1-765	AOK93285.1:1-759
ACI40921.1:1-765	AOK93297.1:1-759
ACI40921.1:1-765	AOK93309.1:1-759
ACI40921.1:1-765	AOK93321.1:1-759
ACI40921.1:1-765	AOK93333.1:1-759
ACI40921.1:1-765	AOK93345.1:1-759
ACI40921.1:1-765	AOK93357.1:1-759
ACI40921.1:1-765	AOK93369.1:1-759
ACI40921.1:1-765	AOK93381.1:1-759
ACI40921.1:1-765	AOK93393.1:1-759
ACI40921.1:1-765	AOK93405.1:1-759
ACI40921.1:1-765	AOK93417.1:1-759
ACI40921.1:1-765	AOK93429.1:1-759
ACI40921.1:1-765	AOK93441.1:1-759
ACI40921.1:1-765	AOO54689.1:1-759
ACI40921.1:1-765	AOS87512.1:1-759
ACI40921.1:1-765	AOS87530.1:1-759
ACI40921.1:1-765	AOT22224.1:1-759
ACI40921.1:1-765	AOT22261.1:1-759
ACI40921.1:1-765	AOT22272.1:1-759
ACI40921.1:1-765	AOT22283.1:1-759
ACI40921.1:1-765	AOT22294.1:1-759
ACI40921.1:1-765	AOT22338.1:1-759
ACI40921.1:1-765	AOT22388.1:1-759
ACI40921.1:1-765	AOT22399.1:1-759
ACI40921.1:1-765	AOT22437.1:1-759
ACI40921.1:1-765	AOT86224.1:1-759
ACI40921.1:1-765	AOT86236.1:1-759
ACI40921.1:1-765	AOW32227.1:1-759
ACI40921.1:1-765	AOW32237.1:1-759
ACI40921.1:1-765	AOW32267.1:1-759
ACI40921.1:1-765	AOX49297.1:1-759
ACI40921.1:1-765	AOX49309.1:1-759
ACI40921.1:1-765	AOX49321.1:1-759
ACI40921.1:1-765	AOX49333.1:1-759
ACI40921.1:1-765	AOX49345.1:1-759
ACI40921.1:1-765	AOX49357.1:1-759
ACI40921.1:1-765	AOX49369.1:1-759
ACI40921.1:1-765	AOX49381.1:1-759
ACI40921.1:1-765	AOX49393.1:1-759
ACI40921.1:1-765	AOX49405.1:1-759
ACI40921.1:1-765	AOX49417.1:1-759
ACI40921.1:1-765	AOX49429.1:1-759
ACI40921.1:1-765	AOX49441.1:1-759
ACI40921.1:1-765	AOX49453.1:1-759
ACI40921.1:1-765	AOX49465.1:1-759
ACI40921.1:1-765	APB91473.1:1-759
ACI40921.1:1-765	APB91501.1:1-759
ACI40921.1:1-765	APB91505.1:1-759
ACI40921.1:1-765	APB91521.1:1-759
ACI40921.1:1-765	APB91527.1:1-759
ACI40921.1:1-765	APB91528.1:1-759
ACI40921.1:1-765	APB91547.1:1-759
ACI40921.1:1-765	APB91550.1:1-759
ACI40921.1:1-765	APB91551.1:1-759
ACI40921.1:1-765	APB91556.1:1-759
ACI40921.1:1-765	APB91572.1:1-759
ACI40921.1:1-765	APB91589.1:1-759
ACI40921.1:1-765	APB91592.1:1-759
ACI40921.1:1-765	APB91601.1:1-759
ACI40921.1:1-765	APB91605.1:1-759
ACI40921.1:1-765	APB91618.1:1-759
ACI40921.1:1-765	APB91624.1:1-759
ACI40921.1:1-765	APB91626.1:1-759
ACI40921.1:1-765	APC30322.1:1-759
ACI40921.1:1-765	APC30329.1:1-759
ACI40921.1:1-765	APC30332.1:1-759
ACI40921.1:1-765	APC30338.1:1-759
ACI40921.1:1-765	APC30346.1:1-759
ACI40921.1:1-765	APC30353.1:1-759
ACI40921.1:1-765	APC30355.1:1-759
ACI40921.1:1-765	APC30363.1:1-759
ACI40921.1:1-765	APC30377.1:1-759
ACI40921.1:1-765	APC30379.1:1-759
ACI40921.1:1-765	APC30408.1:1-759
ACI40921.1:1-765	APC30419.1:1-759
ACI40921.1:1-765	APC30426.1:1-759
ACI40921.1:1-765	APC30446.1:1-759
ACI40921.1:1-765	APC30453.1:1-759
ACI40921.1:1-765	APC30459.1:1-759
ACI40921.1:1-765	APC30471.1:1-759
ACI40921.1:1-765	APC30521.1:1-759
ACI40921.1:1-765	APC30530.1:1-759
ACI40921.1:1-765	APC30544.1:1-759
ACI40921.1:1-765	APC30547.1:1-759
ACI40921.1:1-765	APC30548.1:1-759
ACI40921.1:1-765	APC30552.1:1-759
ACI40921.1:1-765	APC30586.1:1-759
ACI40921.1:1-765	APC30596.1:1-759
ACI40921.1:1-765	APC30598.1:1-759
ACI40921.1:1-765	APC30610.1:1-759
ACI40921.1:1-765	APC30640.1:1-759
ACI40921.1:1-765	APC30651.1:1-759
ACI40921.1:1-765	APC30674.1:1-759
ACI40921.1:1-765	APC30682.1:1-759
ACI40921.1:1-765	APC30702.1:1-759
ACI40921.1:1-765	APC30705.1:1-759
ACI40921.1:1-765	APC30715.1:1-759
ACI40921.1:1-765	APC30726.1:1-759
ACI40921.1:1-765	APC30749.1:1-759
ACI40921.1:1-765	APC30750.1:1-759
ACI40921.1:1-765	APC30755.1:1-759
ACI40921.1:1-765	APC30757.1:1-759
ACI40921.1:1-765	APC30774.1:1-759
ACI40921.1:1-765	APC30775.1:1-759
ACI40921.1:1-765	APC30782.1:1-759
ACI40921.1:1-765	APC30783.1:1-759
ACI40921.1:1-765	APC30811.1:1-759
ACI40921.1:1-765	APC30812.1:1-759
ACI40921.1:1-765	APC30813.1:1-759
ACI40921.1:1-765	APC30814.1:1-759
ACI40921.1:1-765	APC30827.1:1-759
ACI40921.1:1-765	APC30844.1:1-759
ACI40921.1:1-765	APC30850.1:1-759
ACI40921.1:1-765	APC30851.1:1-759
ACI40921.1:1-765	APC30861.1:1-759
ACI40921.1:1-765	APC30862.1:1-759
ACI40921.1:1-765	APC30863.1:1-759
ACI40921.1:1-765	APC30875.1:1-759
ACI40921.1:1-765	APC30885.1:1-759
ACI40921.1:1-765	APC30893.1:1-759
ACI40921.1:1-765	APC30894.1:1-759
ACI40921.1:1-765	APC30898.1:1-759
ACI40921.1:1-765	APC30903.1:1-759
ACI40921.1:1-765	APC30913.1:1-759
ACI40921.1:1-765	APC30941.1:1-759
ACI40921.1:1-765	APC30956.1:1-759
ACI40921.1:1-765	APC30958.1:1-759
ACI40921.1:1-765	APC30961.1:1-759
ACI40921.1:1-765	APC30977.1:1-759
ACI40921.1:1-765	APC30992.1:1-759
ACI40921.1:1-765	APC31008.1:1-759
ACI40921.1:1-765	APC31016.1:1-759
ACI40921.1:1-765	APC31017.1:1-759
ACI40921.1:1-765	APC31020.1:1-759
ACI40921.1:1-765	APC31039.1:1-759
ACI40921.1:1-765	APC31063.1:1-759
ACI40921.1:1-765	APC31066.1:1-759
ACI40921.1:1-765	APC31072.1:1-759
ACI40921.1:1-765	APC31073.1:1-759
ACI40921.1:1-765	APC31077.1:1-759
ACI40921.1:1-765	APC31082.1:1-759
ACI40921.1:1-765	APC31088.1:1-759
ACI40921.1:1-765	APC31095.1:1-759
ACI40921.1:1-765	APC31096.1:1-759
ACI40921.1:1-765	APC31124.1:1-759
ACI40921.1:1-765	APC31128.1:1-759
ACI40921.1:1-765	APC31129.1:1-759
ACI40921.1:1-765	APC31136.1:1-759
ACI40921.1:1-765	APC31139.1:1-759
ACI40921.1:1-765	APC31149.1:1-759
ACI40921.1:1-765	APC31161.1:1-759
ACI40921.1:1-765	APC31173.1:1-759
ACI40921.1:1-765	APC31177.1:1-759
ACI40921.1:1-765	APC31183.1:1-759
ACI40921.1:1-765	APC31222.1:1-759
ACI40921.1:1-765	APC31226.1:1-759
ACI40921.1:1-765	APC31243.1:1-759
ACI40921.1:1-765	APC31246.1:1-759
ACI40921.1:1-765	APC31250.1:1-759
ACI40921.1:1-765	APC31259.1:1-759
ACI40921.1:1-765	APC31263.1:1-759
ACI40921.1:1-765	APC31272.1:1-759
ACI40921.1:1-765	APC31280.1:1-759
ACI40921.1:1-765	APC31281.1:1-759
ACI40921.1:1-765	APC31302.1:1-759
ACI40921.1:1-765	APC31306.1:1-759
ACI40921.1:1-765	APC31340.1:1-759
ACI40921.1:1-765	APC31344.1:1-759
ACI40921.1:1-765	APC31366.1:1-759
ACI40921.1:1-765	APC31367.1:1-759
ACI40921.1:1-765	APC31387.1:1-759
ACI40921.1:1-765	APC31388.1:1-759
ACI40921.1:1-765	APC31389.1:1-759
ACI40921.1:1-765	APC31405.1:1-759
ACI40921.1:1-765	APC57876.1:1-752
ACI40921.1:1-765	APC57896.1:1-759
ACI40921.1:1-765	ALE20182.1:1-759
ACI40921.1:1-765	ALE20183.1:1-759
ACI40921.1:1-765	ALE20184.1:1-759
ACI40921.1:1-765	ALE20185.1:1-759
ACI40921.1:1-765	ALE20186.1:1-759
ACI40921.1:1-765	ALE20187.1:1-759
ACI40921.1:1-765	ALE20188.1:1-759
ACI40921.1:1-765	ALE20189.1:1-759
ACI40921.1:1-765	ALE20190.1:1-759
ACI40921.1:1-765	ALE20191.1:1-759
ACI40921.1:1-765	ALE20192.1:1-759
ACI40921.1:1-765	ALE20193.1:1-759
ACI40921.1:1-765	ALE20194.1:1-759
ACI40921.1:1-765	ALE20195.1:1-759
ACI40921.1:1-765	ALE20196.1:1-759
ACI40921.1:1-765	ALE20197.1:1-759
ACI40921.1:1-765	ALE20198.1:1-759
ACI40921.1:1-765	ALF04558.1:1-759
ACI40921.1:1-765	ALG00532.1:1-759
ACI40921.1:1-765	ALG00544.1:1-759
ACI40921.1:1-765	ALG00556.1:1-759
ACI40921.1:1-765	ALG00568.1:1-759
ACI40921.1:1-765	ALG00580.1:1-759
ACI40921.1:1-765	ALG00592.1:1-759
ACI40921.1:1-765	ALG00604.1:1-759
ACI40921.1:1-765	ALG00616.1:1-759
ACI40921.1:1-765	ALG00628.1:1-759
ACI40921.1:1-765	ALG00640.1:1-759
ACI40921.1:1-765	ALG00652.1:1-759
ACI40921.1:1-765	ALG00664.1:1-759
ACI40921.1:1-765	ALG00676.1:1-759
ACI40921.1:1-765	ALG00742.1:1-752
ACI40921.1:1-765	ALH21159.1:1-759
ACI40921.1:1-765	ALH21171.1:1-759
ACI40921.1:1-765	ALH21233.1:1-759
ACI40921.1:1-765	ALH21245.1:1-759
ACI40921.1:1-765	ALH21257.1:1-759
ACI40921.1:1-765	ALH21269.1:1-759
ACI40921.1:1-765	ALH21281.1:1-759
ACI40921.1:1-765	ALH21293.1:1-759
ACI40921.1:1-765	ALH21305.1:1-759
ACI40921.1:1-765	ALH21317.1:1-759
ACI40921.1:1-765	ALH21329.1:1-759
ACI40921.1:1-765	ALH21340.1:1-759
ACI40921.1:1-765	ALH21378.1:1-759
ACI40921.1:1-765	ALH21379.1:1-759
ACI40921.1:1-765	ALH21381.1:1-759
ACI40921.1:1-765	ALH21382.1:1-751
ACI40921.1:1-765	ALJ33242.1:1-759
ACI40921.1:1-765	ALJ33254.1:1-759
ACI40921.1:1-765	ALJ33287.1:1-759
ACI40921.1:1-765	ALJ33307.1:1-759
ACI40921.1:1-765	ALJ33317.1:1-759
ACI40921.1:1-765	ALJ33343.1:1-759
ACI40921.1:1-765	ALJ33391.1:1-759
ACI40921.1:1-765	ALJ33403.1:1-759
ACI40921.1:1-765	ALJ33415.1:1-759
ACI40921.1:1-765	ALJ33426.1:1-759
ACI40921.1:1-765	ALJ53637.1:1-759
ACI40921.1:1-765	ALJ53645.1:1-759
ACI40921.1:1-765	ALK80119.1:1-759
ACI40921.1:1-765	ALK80131.1:1-759
ACI40921.1:1-765	ALK80143.1:1-759
ACI40921.1:1-765	ALK80155.1:1-759
ACI40921.1:1-765	ALK80167.1:1-759
ACI40921.1:1-765	ALK80179.1:1-759
ACI40921.1:1-765	ALL26419.1:1-759
ACI40921.1:1-765	ALL26431.1:1-759
ACI40921.1:1-765	ALL26443.1:1-759
ACI40921.1:1-765	ALL26455.1:1-759
ACI40921.1:1-765	ALL26479.1:1-759
ACI40921.1:1-765	ALL26491.1:1-759
ACI40921.1:1-765	ALL26503.1:1-759
ACI40921.1:1-765	ALL26515.1:1-759
ACI40921.1:1-765	ALL26527.1:1-759
ACI40921.1:1-765	ALL26539.1:1-759
ACI40921.1:1-765	ALL26551.1:1-759
ACI40921.1:1-765	ALL26563.1:1-759
ACI40921.1:1-765	ALL26575.1:1-759
ACI40921.1:1-765	ALL26587.1:1-759
ACI40921.1:1-765	ALL26610.1:1-759
ACI40921.1:1-765	ALL26622.1:1-759
ACI40921.1:1-765	ALL26634.1:1-759
ACI40921.1:1-765	ALL26646.1:1-759
ACI40921.1:1-765	ALL26658.1:1-759
ACI40921.1:1-765	ALM06104.1:1-759
ACI40921.1:1-765	ALM06114.1:1-722
ACI40921.1:1-765	ALM06124.1:1-759
ACI40921.1:1-765	ALN12247.1:1-759
ACI40921.1:1-765	ALN12255.1:1-759
ACI40921.1:1-765	ALN12263.1:1-759
ACI40921.1:1-765	ALP30071.1:1-759
ACI40921.1:1-765	ALP30081.1:1-759
ACI40921.1:1-765	ALP30091.1:1-759
ACI40921.1:1-765	ALP30101.1:1-759
ACI40921.1:1-765	ALP30111.1:1-759
ACI40921.1:1-765	ALP30121.1:1-759
ACI40921.1:1-765	ALP30141.1:1-759
ACI40921.1:1-765	ALP30151.1:1-759
ACI40921.1:1-765	ALP30161.1:1-759
ACI40921.1:1-765	ALP30171.1:1-759
ACI40921.1:1-765	ALP30181.1:1-759
ACI40921.1:1-765	ALP30191.1:1-759
ACI40921.1:1-765	ALP30201.1:1-759
ACI40921.1:1-765	ALP30211.1:1-759
ACI40921.1:1-765	ALP30221.1:1-759
ACI40921.1:1-765	ALP30231.1:1-759
ACI40921.1:1-765	ALP30241.1:1-759
ACI40921.1:1-765	ALP30251.1:1-759
ACI40921.1:1-765	ALP30261.1:1-759
ACI40921.1:1-765	ALP30271.1:1-759
ACI40921.1:1-765	ALP30291.1:1-759
ACI40921.1:1-765	ALP30301.1:1-759
ACI40921.1:1-765	ALP30311.1:1-759
ACI40921.1:1-765	ALP30321.1:1-759
ACI40921.1:1-765	ALP30331.1:1-759
ACI40921.1:1-765	ALP30341.1:1-759
ACI40921.1:1-765	ALP30351.1:1-759
ACI40921.1:1-765	ALP30361.1:1-759
ACI40921.1:1-765	ALP30371.1:1-759
ACI40921.1:1-765	ALP30381.1:1-759
ACI40921.1:1-765	ALP30391.1:1-759
ACI40921.1:1-765	ALP30401.1:1-759
ACI40921.1:1-765	ALP30411.1:1-759
ACI40921.1:1-765	ALP30421.1:1-759
ACI40921.1:1-765	ALP30431.1:1-759
ACI40921.1:1-765	ALP30441.1:1-759
ACI40921.1:1-765	ALP30451.1:1-759
ACI40921.1:1-765	ALP30461.1:1-759
ACI40921.1:1-765	ALP30471.1:1-759
ACI40921.1:1-765	ALP30481.1:1-759
ACI40921.1:1-765	ALP30491.1:1-759
ACI40921.1:1-765	ALP30501.1:1-759
ACI40921.1:1-765	ALP30511.1:1-759
ACI40921.1:1-765	ALP30521.1:1-759
ACI40921.1:1-765	ALP30531.1:1-759
ACI40921.1:1-765	ALP30541.1:1-759
ACI40921.1:1-765	ALP30551.1:1-759
ACI40921.1:1-765	ALP30561.1:1-759
ACI40921.1:1-765	ALP30571.1:1-759
ACI40921.1:1-765	ALP30581.1:1-759
ACI40921.1:1-765	ALP30591.1:1-759
ACI40921.1:1-765	ALP30601.1:1-759
ACI40921.1:1-765	ALP30611.1:1-759
ACI40921.1:1-765	ALP30621.1:1-759
ACI40921.1:1-765	ALP30631.1:1-759
ACI40921.1:1-765	ALP30641.1:1-759
ACI40921.1:1-765	ALP30651.1:1-759
ACI40921.1:1-765	ALP30661.1:1-759
ACI40921.1:1-765	ALP30671.1:1-759
ACI40921.1:1-765	ALP30681.1:1-759
ACI40921.1:1-765	ALP30691.1:1-759
ACI40921.1:1-765	ALP30701.1:1-759
ACI40921.1:1-765	ALP30711.1:1-759
ACI40921.1:1-765	ALP30721.1:1-759
ACI40921.1:1-765	ALP30731.1:1-759
ACI40921.1:1-765	ALP30741.1:1-759
ACI40921.1:1-765	ALP30751.1:1-759
ACI40921.1:1-765	ALP30761.1:1-759
ACI40921.1:1-765	ALP30771.1:1-759
